,Chiral indice n,Chiral indice m,Initial atomic coordinate u,Initial atomic coordinate v,Initial atomic coordinate w
5535,8,5,0.090118,0.37225,0.796392
5536,8,5,0.082327,0.324666,0.823524
5537,8,5,0.097718,0.401754,0.84678
5538,8,5,0.086265,0.352949,0.873912
5539,8,5,0.20734,0.613906,0.86616
5540,8,5,0.173007,0.564027,0.893292
5541,8,5,0.230055,0.64307,0.916548
5542,8,5,0.193056,0.594116,0.943679
5543,8,5,0.421725,0.817746,0.935927
5544,8,5,0.37225,0.782131,0.963059
5545,8,5,0.452015,0.836886,0.986315
5546,8,5,0.918491,0.684562,0.528951
5547,8,5,0.850995,0.476595,0.54833
5548,8,5,0.876294,0.52764,0.575462
5549,8,5,0.833294,0.446087,0.598718
5550,8,5,0.861761,0.497014,0.62585
5551,8,5,0.666003,0.249396,0.618098
5552,8,5,0.711565,0.292109,0.64523
5553,8,5,0.637442,0.225511,0.668485
5554,8,5,0.684562,0.26607,0.695617
5555,8,5,0.425897,0.105399,0.687865
5556,8,5,0.476595,0.1256,0.714997
5557,8,5,0.395958,0.096067,0.738253
5558,8,5,0.446087,0.112793,0.765385
5559,8,5,0.210394,0.09241,0.757633
5560,8,5,0.249396,0.083393,0.784765
5561,8,5,0.189017,0.100731,0.80802
5562,8,5,0.225511,0.08807,0.835152
5563,8,5,0.091041,0.214744,0.8274
5564,8,5,0.105399,0.179501,0.854532
5565,8,5,0.085323,0.237953,0.877788
5566,8,5,0.096067,0.200109,0.90492
5567,8,5,0.107464,0.431784,0.897168
5568,8,5,0.09241,0.382017,0.924299
5569,8,5,0.119304,0.462177,0.947555
5570,8,5,0.100731,0.411714,0.974687
5571,8,5,0.254211,0.671471,0.966935
5572,8,5,0.214744,0.623703,0.994067
5573,8,5,0.915294,0.656574,0.579338
5574,8,5,0.919383,0.702682,0.60647
5575,8,5,0.909882,0.62775,0.629726
5576,8,5,0.917673,0.675334,0.656858
5577,8,5,0.813814,0.415866,0.649106
5578,8,5,0.845299,0.466404,0.676237
5579,8,5,0.79266,0.386094,0.699493
5580,8,5,0.826993,0.435973,0.726625
5581,8,5,0.608147,0.203091,0.718873
5582,8,5,0.656574,0.241279,0.746005
5583,8,5,0.578275,0.182254,0.769261
5584,8,5,0.62775,0.217869,0.796392
5585,8,5,0.366574,0.088891,0.788641
5586,8,5,0.415866,0.102051,0.815772
5587,8,5,0.337901,0.083908,0.839028
5588,8,5,0.386094,0.093433,0.86616
5589,8,5,0.169299,0.111181,0.858408
5590,8,5,0.203091,0.094944,0.88554
5591,8,5,0.151346,0.123706,0.908796
5592,8,5,0.182254,0.10398,0.935927
5593,8,5,0.081818,0.262561,0.928175
5594,8,5,0.088891,0.222317,0.955307
5595,8,5,0.080545,0.288435,0.978563
5596,8,5,0.133176,0.492771,0.997943
5597,8,5,0.902282,0.598246,0.680113
5598,8,5,0.913735,0.647051,0.707245
5599,8,5,0.892536,0.568216,0.730501
5600,8,5,0.90759,0.617983,0.757633
5601,8,5,0.769945,0.35693,0.749881
5602,8,5,0.806944,0.405884,0.777013
5603,8,5,0.745789,0.328529,0.800268
5604,8,5,0.785256,0.376297,0.8274
5605,8,5,0.547985,0.163114,0.819648
5606,8,5,0.598246,0.195964,0.84678
5607,8,5,0.517439,0.14577,0.870036
5608,8,5,0.568216,0.175681,0.897168
5609,8,5,0.310094,0.081145,0.889416
5610,8,5,0.35693,0.086985,0.916548
5611,8,5,0.283299,0.080617,0.939803
5612,8,5,0.328529,0.082739,0.966935
5613,8,5,0.135252,0.138239,0.959183
5614,8,5,0.163114,0.115129,0.986315
5615,8,5,0.880696,0.537823,0.780889
5616,8,5,0.899269,0.588286,0.80802
5617,8,5,0.866824,0.507229,0.831276
5618,8,5,0.888819,0.558118,0.858408
5619,8,5,0.720322,0.301043,0.850656
5620,8,5,0.762047,0.34737,0.877788
5621,8,5,0.693679,0.274618,0.901044
5622,8,5,0.737439,0.319258,0.928175
5623,8,5,0.486801,0.130316,0.920423
5624,8,5,0.537823,0.157128,0.947555
5625,8,5,0.456232,0.116835,0.970811
5626,8,5,0.507229,0.140405,0.997943
5627,8,5,0.257661,0.082327,0.990191
5628,8,5,0.918491,0.684562,0.862284
5629,8,5,0.850995,0.476595,0.881664
5630,8,5,0.876294,0.52764,0.908796
5631,8,5,0.833294,0.446087,0.932051
5632,8,5,0.861761,0.497014,0.959183
5633,8,5,0.666003,0.249396,0.951431
5634,8,5,0.711565,0.292109,0.978563
5635,8,5,0.915294,0.656574,0.912672
5636,8,5,0.919383,0.702682,0.939803
5637,8,5,0.909882,0.62775,0.963059
5638,8,5,0.917673,0.675334,0.990191
5639,8,5,0.813814,0.415866,0.982439
5640,8,6,0.903689,0.822933,0.036556
5641,8,6,0.845052,0.890679,0.04106
5642,8,6,0.810261,0.909472,0.09061
5643,8,6,0.921512,0.771019,0.081601
5644,8,6,0.90926,0.810771,0.131151
5645,8,6,0.924086,0.756759,0.176196
5646,8,6,0.914093,0.79805,0.225745
5647,8,6,0.448366,0.841452,0.009529
5648,8,6,0.694699,0.926675,0.00052
5649,8,6,0.64482,0.920486,0.050069
5650,8,6,0.710662,0.927204,0.095115
5651,8,6,0.661748,0.923313,0.144664
5652,8,6,0.855432,0.88299,0.135655
5653,8,6,0.822446,0.903932,0.185205
5654,8,6,0.865171,0.874611,0.23025
5655,8,6,0.83405,0.897664,0.279799
5656,8,6,0.925895,0.742036,0.27079
5657,8,6,0.918179,0.784791,0.32034
5658,8,6,0.926937,0.726877,0.365385
5659,8,6,0.921512,0.771019,0.414934
5660,8,6,0.326448,0.751301,0.014033
5661,8,6,0.278268,0.705382,0.063583
5662,8,6,0.52078,0.879933,0.054574
5663,8,6,0.466412,0.852042,0.104124
5664,8,6,0.538871,0.887882,0.149169
5665,8,6,0.484517,0.861997,0.198718
5666,8,6,0.726247,0.926963,0.189709
5667,8,6,0.678384,0.925377,0.239259
5668,8,6,0.741423,0.925953,0.284304
5669,8,6,0.694699,0.926675,0.333853
5670,8,6,0.874253,0.865557,0.324844
5671,8,6,0.845052,0.890679,0.374394
5672,8,6,0.88266,0.855844,0.419439
5673,8,6,0.855432,0.88299,0.468988
5674,8,6,0.924086,0.756759,0.509529
5675,8,6,0.925895,0.742036,0.604124
5676,8,6,0.137609,0.51474,0.023042
5677,8,6,0.181057,0.586685,0.068088
5678,8,6,0.147537,0.532847,0.117637
5679,8,6,0.343172,0.765737,0.108628
5680,8,6,0.293967,0.721096,0.158178
5681,8,6,0.360179,0.779695,0.203223
5682,8,6,0.310036,0.736411,0.252772
5683,8,6,0.556893,0.895132,0.243763
5684,8,6,0.502651,0.8713,0.293313
5685,8,6,0.574812,0.90167,0.338358
5686,8,6,0.52078,0.879933,0.387907
5687,8,6,0.756164,0.924175,0.378898
5688,8,6,0.710662,0.927204,0.428448
5689,8,6,0.770444,0.921633,0.473493
5690,8,6,0.726247,0.926963,0.523042
5691,8,6,0.890377,0.845489,0.514033
5692,8,6,0.865171,0.874611,0.563583
5693,8,6,0.897391,0.834513,0.608628
5694,8,6,0.874253,0.865557,0.658178
5695,8,6,0.926937,0.726877,0.698718
5696,8,6,0.096311,0.177067,0.036556
5697,8,6,0.087243,0.389069,0.027547
5698,8,6,0.076587,0.337564,0.077097
5699,8,6,0.092293,0.406679,0.122142
5700,8,6,0.079384,0.354481,0.171691
5701,8,6,0.193408,0.604361,0.162682
5702,8,6,0.158101,0.550895,0.212232
5703,8,6,0.206311,0.621849,0.257277
5704,8,6,0.169281,0.568852,0.306826
5705,8,6,0.377438,0.793148,0.297817
5706,8,6,0.326448,0.751301,0.347367
5707,8,6,0.394918,0.806074,0.392412
5708,8,6,0.343172,0.765737,0.441961
5709,8,6,0.592596,0.907484,0.432952
5710,8,6,0.538871,0.887882,0.482502
5711,8,6,0.610213,0.912564,0.527547
5712,8,6,0.556893,0.895132,0.577097
5713,8,6,0.784237,0.918331,0.568088
5714,8,6,0.741423,0.925953,0.617637
5715,8,6,0.797517,0.914275,0.662682
5716,8,6,0.756164,0.924175,0.712232
5717,8,6,0.903689,0.822933,0.703223
5718,8,6,0.88266,0.855844,0.752772
5719,8,6,0.90926,0.810771,0.797817
5720,8,6,0.890377,0.845489,0.847367
5721,8,6,0.154948,0.109321,0.04106
5722,8,6,0.189739,0.090528,0.09061
5723,8,6,0.078488,0.228981,0.081601
5724,8,6,0.09074,0.189229,0.131151
5725,8,6,0.075914,0.243241,0.176196
5726,8,6,0.085907,0.20195,0.225745
5727,8,6,0.098077,0.424456,0.216736
5728,8,6,0.082938,0.371659,0.266286
5729,8,6,0.104586,0.44237,0.311331
5730,8,6,0.087243,0.389069,0.36088
5731,8,6,0.219744,0.639118,0.351871
5732,8,6,0.181057,0.586685,0.401421
5733,8,6,0.233681,0.656136,0.446466
5734,8,6,0.193408,0.604361,0.496015
5735,8,6,0.412587,0.818448,0.487006
5736,8,6,0.360179,0.779695,0.536556
5737,8,6,0.430414,0.830248,0.581601
5738,8,6,0.377438,0.793148,0.631151
5739,8,6,0.627632,0.916901,0.622142
5740,8,6,0.574812,0.90167,0.671691
5741,8,6,0.64482,0.920486,0.716736
5742,8,6,0.592596,0.907484,0.766286
5743,8,6,0.810261,0.909472,0.757277
5744,8,6,0.770444,0.921633,0.806826
5745,8,6,0.822446,0.903932,0.851871
5746,8,6,0.784237,0.918331,0.901421
5747,8,6,0.914093,0.79805,0.892412
5748,8,6,0.897391,0.834513,0.941961
5749,8,6,0.918179,0.784791,0.987006
5750,8,6,0.551634,0.158548,0.009529
5751,8,6,0.305301,0.073325,0.00052
5752,8,6,0.35518,0.079514,0.050069
5753,8,6,0.289338,0.072796,0.095115
5754,8,6,0.338252,0.076687,0.144664
5755,8,6,0.144568,0.11701,0.135655
5756,8,6,0.177554,0.096068,0.185205
5757,8,6,0.134829,0.125389,0.23025
5758,8,6,0.16595,0.102336,0.279799
5759,8,6,0.074105,0.257964,0.27079
5760,8,6,0.081821,0.215209,0.32034
5761,8,6,0.073063,0.273123,0.365385
5762,8,6,0.078488,0.228981,0.414934
5763,8,6,0.111807,0.460388,0.405925
5764,8,6,0.092293,0.406679,0.455475
5765,8,6,0.119727,0.478477,0.50052
5766,8,6,0.098077,0.424456,0.550069
5767,8,6,0.248099,0.672873,0.54106
5768,8,6,0.206311,0.621849,0.59061
5769,8,6,0.26297,0.689298,0.635655
5770,8,6,0.219744,0.639118,0.685205
5771,8,6,0.448366,0.841452,0.676196
5772,8,6,0.394918,0.806074,0.725745
5773,8,6,0.466412,0.852042,0.77079
5774,8,6,0.412587,0.818448,0.82034
5775,8,6,0.661748,0.923313,0.811331
5776,8,6,0.610213,0.912564,0.86088
5777,8,6,0.678384,0.925377,0.905925
5778,8,6,0.627632,0.916901,0.955475
5779,8,6,0.83405,0.897664,0.946466
5780,8,6,0.797517,0.914275,0.996015
5781,8,6,0.673552,0.248699,0.014033
5782,8,6,0.721732,0.294618,0.063583
5783,8,6,0.47922,0.120067,0.054574
5784,8,6,0.533588,0.147958,0.104124
5785,8,6,0.461129,0.112118,0.149169
5786,8,6,0.515483,0.138003,0.198718
5787,8,6,0.273753,0.073037,0.189709
5788,8,6,0.321616,0.074623,0.239259
5789,8,6,0.258577,0.074047,0.284304
5790,8,6,0.305301,0.073325,0.333853
5791,8,6,0.125747,0.134443,0.324844
5792,8,6,0.154948,0.109321,0.374394
5793,8,6,0.11734,0.144156,0.419439
5794,8,6,0.144568,0.11701,0.468988
5795,8,6,0.072791,0.288691,0.459979
5796,8,6,0.075914,0.243241,0.509529
5797,8,6,0.073288,0.30464,0.554574
5798,8,6,0.074105,0.257964,0.604124
5799,8,6,0.128333,0.496605,0.595115
5800,8,6,0.104586,0.44237,0.644664
5801,8,6,0.137609,0.51474,0.689709
5802,8,6,0.111807,0.460388,0.739259
5803,8,6,0.278268,0.705382,0.73025
5804,8,6,0.233681,0.656136,0.779799
5805,8,6,0.293967,0.721096,0.824844
5806,8,6,0.248099,0.672873,0.874394
5807,8,6,0.484517,0.861997,0.865385
5808,8,6,0.430414,0.830248,0.914934
5809,8,6,0.502651,0.8713,0.959979
5810,8,6,0.862391,0.48526,0.023042
5811,8,6,0.818943,0.413315,0.068088
5812,8,6,0.852463,0.467153,0.117637
5813,8,6,0.656828,0.234263,0.108628
5814,8,6,0.706033,0.278904,0.158178
5815,8,6,0.639821,0.220305,0.203223
5816,8,6,0.689964,0.263589,0.252772
5817,8,6,0.443107,0.104868,0.243763
5818,8,6,0.497349,0.1287,0.293313
5819,8,6,0.425188,0.09833,0.338358
5820,8,6,0.47922,0.120067,0.387907
5821,8,6,0.243836,0.075825,0.378898
5822,8,6,0.289338,0.072796,0.428448
5823,8,6,0.229556,0.078367,0.473493
5824,8,6,0.273753,0.073037,0.523042
5825,8,6,0.109623,0.154511,0.514033
5826,8,6,0.134829,0.125389,0.563583
5827,8,6,0.102609,0.165487,0.608628
5828,8,6,0.125747,0.134443,0.658178
5829,8,6,0.074554,0.320941,0.649169
5830,8,6,0.073063,0.273123,0.698718
5831,8,6,0.076587,0.337564,0.743763
5832,8,6,0.072791,0.288691,0.793313
5833,8,6,0.147537,0.532847,0.784304
5834,8,6,0.119727,0.478477,0.833853
5835,8,6,0.158101,0.550895,0.878898
5836,8,6,0.128333,0.496605,0.928448
5837,8,6,0.310036,0.736411,0.919439
5838,8,6,0.26297,0.689298,0.968988
5839,8,6,0.912757,0.610931,0.027547
5840,8,6,0.923413,0.662436,0.077097
5841,8,6,0.907707,0.593321,0.122142
5842,8,6,0.920616,0.645519,0.171691
5843,8,6,0.806592,0.395639,0.162682
5844,8,6,0.841899,0.449105,0.212232
5845,8,6,0.793689,0.378151,0.257277
5846,8,6,0.830719,0.431148,0.306826
5847,8,6,0.622562,0.206852,0.297817
5848,8,6,0.673552,0.248699,0.347367
5849,8,6,0.605082,0.193926,0.392412
5850,8,6,0.656828,0.234263,0.441961
5851,8,6,0.407404,0.092516,0.432952
5852,8,6,0.461129,0.112118,0.482502
5853,8,6,0.389787,0.087436,0.527547
5854,8,6,0.443107,0.104868,0.577097
5855,8,6,0.215763,0.081669,0.568088
5856,8,6,0.258577,0.074047,0.617637
5857,8,6,0.202483,0.085725,0.662682
5858,8,6,0.243836,0.075825,0.712232
5859,8,6,0.096311,0.177067,0.703223
5860,8,6,0.11734,0.144156,0.752772
5861,8,6,0.09074,0.189229,0.797817
5862,8,6,0.109623,0.154511,0.847367
5863,8,6,0.079384,0.354481,0.838358
5864,8,6,0.073288,0.30464,0.887907
5865,8,6,0.082938,0.371659,0.932952
5866,8,6,0.074554,0.320941,0.982502
5867,8,6,0.169281,0.568852,0.973493
5868,8,6,0.901923,0.575544,0.216736
5869,8,6,0.917062,0.628341,0.266286
5870,8,6,0.895414,0.55763,0.311331
5871,8,6,0.912757,0.610931,0.36088
5872,8,6,0.780256,0.360882,0.351871
5873,8,6,0.818943,0.413315,0.401421
5874,8,6,0.766319,0.343864,0.446466
5875,8,6,0.806592,0.395639,0.496015
5876,8,6,0.587413,0.181552,0.487006
5877,8,6,0.639821,0.220305,0.536556
5878,8,6,0.569586,0.169752,0.581601
5879,8,6,0.622562,0.206852,0.631151
5880,8,6,0.372368,0.083099,0.622142
5881,8,6,0.425188,0.09833,0.671691
5882,8,6,0.35518,0.079514,0.716736
5883,8,6,0.407404,0.092516,0.766286
5884,8,6,0.189739,0.090528,0.757277
5885,8,6,0.229556,0.078367,0.806826
5886,8,6,0.177554,0.096068,0.851871
5887,8,6,0.215763,0.081669,0.901421
5888,8,6,0.085907,0.20195,0.892412
5889,8,6,0.102609,0.165487,0.941961
5890,8,6,0.081821,0.215209,0.987006
5891,8,6,0.888193,0.539612,0.405925
5892,8,6,0.907707,0.593321,0.455475
5893,8,6,0.880273,0.521523,0.50052
5894,8,6,0.901923,0.575544,0.550069
5895,8,6,0.751901,0.327127,0.54106
5896,8,6,0.793689,0.378151,0.59061
5897,8,6,0.73703,0.310702,0.635655
5898,8,6,0.780256,0.360882,0.685205
5899,8,6,0.551634,0.158548,0.676196
5900,8,6,0.605082,0.193926,0.725745
5901,8,6,0.533588,0.147958,0.77079
5902,8,6,0.587413,0.181552,0.82034
5903,8,6,0.338252,0.076687,0.811331
5904,8,6,0.389787,0.087436,0.86088
5905,8,6,0.321616,0.074623,0.905925
5906,8,6,0.372368,0.083099,0.955475
5907,8,6,0.16595,0.102336,0.946466
5908,8,6,0.202483,0.085725,0.996015
5909,8,6,0.927209,0.711309,0.459979
5910,8,6,0.926712,0.69536,0.554574
5911,8,6,0.871667,0.503395,0.595115
5912,8,6,0.895414,0.55763,0.644664
5913,8,6,0.862391,0.48526,0.689709
5914,8,6,0.888193,0.539612,0.739259
5915,8,6,0.721732,0.294618,0.73025
5916,8,6,0.766319,0.343864,0.779799
5917,8,6,0.706033,0.278904,0.824844
5918,8,6,0.751901,0.327127,0.874394
5919,8,6,0.515483,0.138003,0.865385
5920,8,6,0.569586,0.169752,0.914934
5921,8,6,0.497349,0.1287,0.959979
5922,8,6,0.925446,0.679059,0.649169
5923,8,6,0.923413,0.662436,0.743763
5924,8,6,0.927209,0.711309,0.793313
5925,8,6,0.852463,0.467153,0.784304
5926,8,6,0.880273,0.521523,0.833853
5927,8,6,0.841899,0.449105,0.878898
5928,8,6,0.871667,0.503395,0.928448
5929,8,6,0.689964,0.263589,0.919439
5930,8,6,0.73703,0.310702,0.968988
5931,8,6,0.920616,0.645519,0.838358
5932,8,6,0.926712,0.69536,0.887907
5933,8,6,0.917062,0.628341,0.932952
5934,8,6,0.925446,0.679059,0.982502
5935,8,6,0.830719,0.431148,0.973493
5936,9,1,0.762983,0.890987,0.000411
5937,9,1,0.891159,0.762318,0.005906
5938,9,1,0.646064,0.89429,0.015063
5939,9,1,0.633173,0.89202,0.049862
5940,9,1,0.842,0.84844,0.020558
5941,9,1,0.834724,0.854919,0.055356
5942,9,1,0.88491,0.782406,0.075503
5943,9,1,0.881096,0.791951,0.110301
5944,9,1,0.178807,0.543937,0.004074
5945,9,1,0.170846,0.530234,0.038873
5946,9,1,0.389505,0.776492,0.009569
5947,9,1,0.376349,0.766414,0.044367
5948,9,1,0.498148,0.844335,0.064514
5949,9,1,0.484388,0.837194,0.099312
5950,9,1,0.741684,0.895432,0.070008
5951,9,1,0.730596,0.896949,0.104807
5952,9,1,0.818985,0.866602,0.124953
5953,9,1,0.810541,0.871791,0.159752
5954,9,1,0.898582,0.706854,0.165246
5955,9,1,0.198274,0.123462,0.027884
5956,9,1,0.101957,0.281505,0.033378
5957,9,1,0.114142,0.393921,0.053525
5958,9,1,0.11091,0.380719,0.088323
5959,9,1,0.25538,0.650324,0.059019
5960,9,1,0.24466,0.637489,0.093818
5961,9,1,0.350495,0.745317,0.113964
5962,9,1,0.337828,0.734323,0.148763
5963,9,1,0.606931,0.88608,0.119459
5964,9,1,0.59361,0.882418,0.154257
5965,9,1,0.707609,0.898562,0.174404
5966,9,1,0.695737,0.898656,0.209202
5967,9,1,0.872109,0.809986,0.179898
5968,9,1,0.866948,0.818454,0.214697
5969,9,1,0.89703,0.729875,0.234843
5970,9,1,0.895543,0.740981,0.269642
5971,9,1,0.674647,0.27695,0.016895
5972,9,1,0.419821,0.1217,0.022389
5973,9,1,0.304263,0.101344,0.042536
5974,9,1,0.316367,0.101725,0.077334
5975,9,1,0.133052,0.181546,0.04803
5976,9,1,0.13865,0.173456,0.082829
5977,9,1,0.104457,0.259019,0.102975
5978,9,1,0.106414,0.2482,0.137774
5979,9,1,0.156111,0.502736,0.10847
5980,9,1,0.149354,0.488974,0.143268
5981,9,1,0.224145,0.611343,0.163415
5982,9,1,0.214374,0.598064,0.198213
5983,9,1,0.456941,0.821716,0.168909
5984,9,1,0.443287,0.813397,0.203708
5985,9,1,0.566651,0.873731,0.223854
5986,9,1,0.553044,0.868717,0.258653
5987,9,1,0.792552,0.880835,0.229349
5988,9,1,0.783029,0.884679,0.264147
5989,9,1,0.855321,0.834244,0.284294
5990,9,1,0.848868,0.841545,0.319092
5991,9,1,0.856985,0.524775,0.0114
5992,9,1,0.785626,0.401936,0.031547
5993,9,1,0.795056,0.415333,0.066345
5994,9,1,0.556713,0.186603,0.037041
5995,9,1,0.5703,0.195295,0.07184
5996,9,1,0.446956,0.131283,0.091986
5997,9,1,0.460626,0.136736,0.126785
5998,9,1,0.216971,0.115321,0.097481
5999,9,1,0.226831,0.111936,0.132279
6000,9,1,0.151132,0.158455,0.152426
6001,9,1,0.158,0.15156,0.187224
6002,9,1,0.105841,0.354758,0.15792
6003,9,1,0.10401,0.342029,0.192719
6004,9,1,0.137101,0.461505,0.212865
6005,9,1,0.131619,0.447831,0.247664
6006,9,1,0.313087,0.711512,0.21836
6007,9,1,0.301044,0.699721,0.253158
6008,9,1,0.416196,0.795649,0.273305
6009,9,1,0.402793,0.786241,0.308103
6010,9,1,0.671309,0.89742,0.278799
6011,9,1,0.658781,0.896091,0.313598
6012,9,1,0.762983,0.890987,0.333744
6013,9,1,0.752484,0.893444,0.368543
6014,9,1,0.891159,0.762318,0.339239
6015,9,1,0.888266,0.772525,0.374037
6016,9,1,0.89599,0.657971,0.026052
6017,9,1,0.897349,0.670511,0.060851
6018,9,1,0.868381,0.552169,0.080997
6019,9,1,0.873423,0.56578,0.115796
6020,9,1,0.698956,0.300279,0.086492
6021,9,1,0.710762,0.312307,0.12129
6022,9,1,0.597207,0.213759,0.141437
6023,9,1,0.610495,0.223508,0.176235
6024,9,1,0.341219,0.103909,0.146931
6025,9,1,0.353936,0.10571,0.18173
6026,9,1,0.247516,0.106556,0.201876
6027,9,1,0.258316,0.104568,0.236675
6028,9,1,0.111734,0.227475,0.207371
6029,9,1,0.11509,0.217594,0.242169
6030,9,1,0.101765,0.317152,0.262316
6031,9,1,0.101354,0.305033,0.297114
6032,9,1,0.195866,0.57117,0.26781
6033,9,1,0.18715,0.557588,0.302609
6034,9,1,0.277682,0.67544,0.322755
6035,9,1,0.266392,0.662979,0.357554
6036,9,1,0.525657,0.857378,0.32825
6037,9,1,0.51191,0.851066,0.363048
6038,9,1,0.633173,0.89202,0.383195
6039,9,1,0.620124,0.889282,0.417993
6040,9,1,0.834724,0.854919,0.388689
6041,9,1,0.82705,0.860976,0.423488
6042,9,1,0.881096,0.791951,0.443634
6043,9,1,0.876827,0.801148,0.478433
6044,9,1,0.898646,0.694967,0.130448
6045,9,1,0.81285,0.442412,0.135942
6046,9,1,0.821193,0.456063,0.170741
6047,9,1,0.733608,0.337021,0.190887
6048,9,1,0.74462,0.349676,0.225686
6049,9,1,0.48809,0.148934,0.196382
6050,9,1,0.501852,0.155665,0.23118
6051,9,1,0.379876,0.110718,0.251327
6052,9,1,0.393069,0.11392,0.286125
6053,9,1,0.17295,0.139024,0.256821
6054,9,1,0.181015,0.133398,0.29162
6055,9,1,0.123173,0.198852,0.311766
6056,9,1,0.127891,0.190014,0.346565
6057,9,1,0.12198,0.420687,0.317261
6058,9,1,0.117833,0.407249,0.352059
6059,9,1,0.170846,0.530234,0.372206
6060,9,1,0.163278,0.516494,0.407004
6061,9,1,0.376349,0.766414,0.3777
6062,9,1,0.363341,0.756018,0.412499
6063,9,1,0.484388,0.837194,0.432645
6064,9,1,0.470647,0.829652,0.467444
6065,9,1,0.730596,0.896949,0.43814
6066,9,1,0.719233,0.897992,0.472938
6067,9,1,0.810541,0.871791,0.493085
6068,9,1,0.801726,0.876538,0.527884
6069,9,1,0.898582,0.706854,0.49858
6070,9,1,0.898043,0.718495,0.533378
6071,9,1,0.882167,0.592751,0.185393
6072,9,1,0.885858,0.606079,0.220191
6073,9,1,0.836722,0.483506,0.240338
6074,9,1,0.843889,0.497264,0.275136
6075,9,1,0.636659,0.243982,0.245832
6076,9,1,0.649505,0.254683,0.280631
6077,9,1,0.529353,0.170348,0.300777
6078,9,1,0.543059,0.178284,0.335576
6079,9,1,0.280767,0.102008,0.306272
6080,9,1,0.292391,0.101438,0.34107
6081,9,1,0.198274,0.123462,0.361217
6082,9,1,0.207448,0.119165,0.396015
6083,9,1,0.101957,0.281505,0.366711
6084,9,1,0.10297,0.270125,0.40151
6085,9,1,0.11091,0.380719,0.421656
6086,9,1,0.108142,0.36766,0.456455
6087,9,1,0.24466,0.637489,0.427151
6088,9,1,0.234244,0.62449,0.461949
6089,9,1,0.337828,0.734323,0.482096
6090,9,1,0.325353,0.72305,0.516895
6091,9,1,0.59361,0.882418,0.48759
6092,9,1,0.580179,0.8783,0.522389
6093,9,1,0.695737,0.898656,0.542536
6094,9,1,0.683633,0.898275,0.577334
6095,9,1,0.866948,0.818454,0.54803
6096,9,1,0.86135,0.826544,0.582829
6097,9,1,0.895543,0.740981,0.602975
6098,9,1,0.893586,0.7518,0.637774
6099,9,1,0.891858,0.63234,0.289788
6100,9,1,0.894159,0.645242,0.324587
6101,9,1,0.765756,0.37551,0.295283
6102,9,1,0.775855,0.388657,0.330081
6103,9,1,0.674647,0.27695,0.350228
6104,9,1,0.686913,0.288488,0.385026
6105,9,1,0.419821,0.1217,0.355722
6106,9,1,0.433349,0.126269,0.390521
6107,9,1,0.316367,0.101725,0.410667
6108,9,1,0.328691,0.10258,0.445466
6109,9,1,0.13865,0.173456,0.416162
6110,9,1,0.144679,0.165756,0.45096
6111,9,1,0.106414,0.2482,0.471107
6112,9,1,0.108841,0.237682,0.505906
6113,9,1,0.149354,0.488974,0.476601
6114,9,1,0.143015,0.475225,0.5114
6115,9,1,0.214374,0.598064,0.531547
6116,9,1,0.204944,0.584667,0.566345
6117,9,1,0.443287,0.813397,0.537041
6118,9,1,0.4297,0.804705,0.57184
6119,9,1,0.553044,0.868717,0.591986
6120,9,1,0.539374,0.863264,0.626785
6121,9,1,0.783029,0.884679,0.597481
6122,9,1,0.773169,0.888064,0.632279
6123,9,1,0.848868,0.841545,0.652426
6124,9,1,0.842,0.84844,0.687224
6125,9,1,0.856985,0.524775,0.344733
6126,9,1,0.862899,0.538495,0.379532
6127,9,1,0.795056,0.415333,0.399678
6128,9,1,0.804134,0.42883,0.434477
6129,9,1,0.5703,0.195295,0.405173
6130,9,1,0.583804,0.204351,0.439971
6131,9,1,0.460626,0.136736,0.460118
6132,9,1,0.474343,0.142622,0.494917
6133,9,1,0.226831,0.111936,0.465612
6134,9,1,0.237017,0.109013,0.500411
6135,9,1,0.158,0.15156,0.520558
6136,9,1,0.165276,0.145081,0.555356
6137,9,1,0.10401,0.342029,0.526052
6138,9,1,0.102651,0.329489,0.560851
6139,9,1,0.131619,0.447831,0.580997
6140,9,1,0.126577,0.43422,0.615796
6141,9,1,0.301044,0.699721,0.586492
6142,9,1,0.289238,0.687693,0.62129
6143,9,1,0.402793,0.786241,0.641437
6144,9,1,0.389505,0.776492,0.676235
6145,9,1,0.658781,0.896091,0.646931
6146,9,1,0.646064,0.89429,0.68173
6147,9,1,0.752484,0.893444,0.701876
6148,9,1,0.741684,0.895432,0.736675
6149,9,1,0.888266,0.772525,0.707371
6150,9,1,0.88491,0.782406,0.742169
6151,9,1,0.897349,0.670511,0.394184
6152,9,1,0.898235,0.682848,0.428982
6153,9,1,0.873423,0.56578,0.449129
6154,9,1,0.87802,0.579313,0.483927
6155,9,1,0.710762,0.312307,0.454623
6156,9,1,0.722318,0.32456,0.489422
6157,9,1,0.610495,0.223508,0.509569
6158,9,1,0.623651,0.233586,0.544367
6159,9,1,0.353936,0.10571,0.515063
6160,9,1,0.366827,0.10798,0.549862
6161,9,1,0.258316,0.104568,0.570008
6162,9,1,0.269404,0.103051,0.604807
6163,9,1,0.11509,0.217594,0.575503
6164,9,1,0.118904,0.208049,0.610301
6165,9,1,0.101354,0.305033,0.630448
6166,9,1,0.101418,0.293146,0.665246
6167,9,1,0.18715,0.557588,0.635942
6168,9,1,0.178807,0.543937,0.670741
