,Calculated atomic coordinates v'
3619,0.369096
3620,0.427884
3621,0.186056
3622,0.22871
3623,0.171819
3624,0.211311
3625,0.092776
3626,0.104037
3627,0.093703
3628,0.101405
3629,0.143997
3630,0.119929
3631,0.156089
3632,0.592434
3633,0.651167
3634,0.570319
3635,0.629259
3636,0.348618
3637,0.405976
3638,0.32739
3639,0.383676
3640,0.159532
3641,0.19626
3642,0.149398
3643,0.18278
3644,0.094473
3645,0.097709
3646,0.547621
3647,0.607684
3648,0.525204
3649,0.585168
3650,0.306547
3651,0.361003
3652,0.285582
3653,0.139263
3654,0.501167
3655,0.560627
3656,0.697844
3657,0.746041
3658,0.736512
3659,0.926741
3660,0.841411
3661,0.874363
3662,0.833365
3663,0.867764
3664,0.726981
3665,0.718851
3666,0.903188
3667,0.878032
3668,0.919982
3669,0.925859
3670,0.916847
3671,0.923842
3672,0.826035
3673,0.862669
3674,0.821794
3675,0.859191
3676,0.737194
3677,0.795321
3678,0.746191
3679,0.906496
3680,0.8814
3681,0.907242
3682,0.884376
3683,0.913047
3684,0.923161
3685,0.911053
3686,0.921924
3687,0.815245
3688,0.853515
3689,0.807638
3690,0.846992
3691,0.345521
3692,0.613977
3693,0.552059
3694,0.624175
3695,0.562836
3696,0.802456
3697,0.755037
3698,0.809166
3699,0.763738
3700,0.910019
3701,0.889029
3702,0.911541
3703,0.891817
3704,0.910061
3705,0.922775
3706,0.907079
3707,0.922511
3708,0.800835
3709,0.841273
3710,0.791744
3711,0.83302
3712,0.228361
3713,0.183983
3714,0.416533
3715,0.355754
3716,0.427539
3717,0.366798
3718,0.634554
3719,0.574008
3720,0.645463
3721,0.584777
3722,0.817479
3723,0.772442
3724,0.823152
3725,0.778011
3726,0.914093
3727,0.8963
3728,0.919495
3729,0.903802
3730,0.90573
3731,0.922687
3732,0.901278
3733,0.917659
3734,0.783463
3735,0.825506
3736,0.777829
3737,0.82159
3738,0.090711
3739,0.092174
3740,0.113601
3741,0.091711
3742,0.236818
3743,0.191629
3744,0.245418
3745,0.198437
3746,0.438878
3747,0.377524
3748,0.449351
3749,0.387041
3750,0.655514
3751,0.594263
3752,0.663404
3753,0.603597
3754,0.827622
3755,0.784798
3756,0.835727
3757,0.793864
3758,0.924097
3759,0.907616
3760,0.922671
3761,0.907539
3762,0.893189
3763,0.911177
3764,0.887665
3765,0.907826
3766,0.771639
3767,0.816016
3768,0.763182
3769,0.808371
3770,0.146102
3771,0.183365
3772,0.079471
3773,0.088408
3774,0.077013
3775,0.086687
3776,0.117346
3777,0.09456
3778,0.120367
3779,0.095569
3780,0.254847
3781,0.205822
3782,0.263331
3783,0.215238
3784,0.459176
3785,0.396802
3786,0.468922
3787,0.406479
3788,0.672961
3789,0.613694
3790,0.682489
3791,0.62363
3792,0.843027
3793,0.801514
3794,0.848105
3795,0.807897
3796,0.920927
3797,0.909289
3798,0.920529
3799,0.911592
3800,0.886399
3801,0.908289
3802,0.882654
3803,0.90544
3804,0.754582
3805,0.801563
3806,0.745153
3807,0.794178
3808,0.355821
3809,0.287727
3810,0.344476
3811,0.139876
3812,0.176766
3813,0.136024
3814,0.171935
3815,0.07724
3816,0.083435
3817,0.074175
3818,0.078829
3819,0.124245
3820,0.099468
3821,0.131766
3822,0.105883
3823,0.272296
3824,0.222152
3825,0.280566
3826,0.228829
3827,0.479107
3828,0.416083
3829,0.489673
3830,0.426909
3831,0.692226
3832,0.633582
3833,0.701109
3834,0.644179
3835,0.853898
3836,0.816635
3837,0.860124
3838,0.823234
3839,0.922987
3840,0.913313
3841,0.92276
3842,0.916565
3843,0.879633
3844,0.904431
3845,0.875755
3846,0.900532
3847,0.736669
3848,0.784762
3849,0.727704
3850,0.777848
3851,0.489159
3852,0.551243
3853,0.477268
3854,0.540866
3855,0.279048
3856,0.335836
3857,0.270954
3858,0.325651
3859,0.130613
3860,0.163808
3861,0.122994
3862,0.156577
3863,0.074597
3864,0.078711
3865,0.076079
3866,0.077384
3867,0.137865
3868,0.110114
3869,0.14152
3870,0.111465
3871,0.288528
3872,0.236687
3873,0.29815
3874,0.244217
3875,0.500135
3876,0.437111
3877,0.510841
3878,0.448757
3879,0.712273
3880,0.655524
3881,0.720952
3882,0.664164
3883,0.863976
3884,0.828065
3885,0.869387
3886,0.836192
3887,0.925825
3888,0.921171
3889,0.925403
3890,0.921289
3891,0.868234
3892,0.894117
3893,0.862135
3894,0.889886
3895,0.719434
3896,0.771171
3897,0.763314
3898,0.681827
3899,0.67216
3900,0.467553
3901,0.530421
3902,0.456778
3903,0.520577
3904,0.261427
3905,0.316704
3906,0.252719
3907,0.305912
3908,0.118137
3909,0.150124
3910,0.114156
3911,0.144807
3912,0.076374
3913,0.076522
3914,0.076168
3915,0.073447
3916,0.145693
3917,0.114621
3918,0.15138
3919,0.119439
3920,0.306828
3921,0.253959
3922,0.318173
3923,0.263488
3924,0.522732
3925,0.459133
3926,0.532447
3927,0.469579
3928,0.729046
3929,0.674349
3930,0.738573
3931,0.683296
3932,0.877006
3933,0.843423
3934,0.881863
3935,0.849876
3936,0.923921
3937,0.922616
3938,0.923626
3939,0.923478
3940,0.858481
3941,0.888535
3942,0.854307
3943,0.885379
3944,0.755783
3945,0.66218
3946,0.653594
3947,0.710292
3948,0.446964
3949,0.509212
3950,0.435601
3951,0.498898
3952,0.243072
3953,0.297165
3954,0.235298
3955,0.287182
3956,0.110101
3957,0.139235
3958,0.106035
3959,0.135089
3960,0.075592
3961,0.074727
3962,0.078423
3963,0.073259
3964,0.158589
3965,0.125637
3966,0.166636
3967,0.132236
3968,0.32784
3969,0.27302
3970,0.33782
3971,0.281149
3972,0.543221
3973,0.479423
3974,0.553036
3975,0.490788
3976,0.747281
3977,0.694088
3978,0.756928
3979,0.702835
3980,0.885844
3981,0.855193
3982,0.889899
3983,0.860765
3984,0.923832
3985,0.926553
3986,0.924408
3987,0.925273
3988,0.84862
3989,0.880561
3990,0.642381
3991,0.699994
3992,0.632748
3993,0.69152
3994,0.425534
3995,0.48833
3996,0.41472
3997,0.477393
3998,0.227293
3999,0.279425
4000,0.221323
4001,0.271979
4002,0.103223
4003,0.129837
4004,0.096812
4005,0.121968
4006,0.080018
4007,0.074141
4008,0.083153
4009,0.076158
4010,0.173965
4011,0.137331
4012,0.178206
4013,0.14081
4014,0.346406
4015,0.289708
4016,0.357619
4017,0.300005
4018,0.564399
4019,0.501101
4020,0.574466
4021,0.51167
4022,0.764702
4023,0.712818
4024,0.772707
4025,0.720575
4026,0.893965
4027,0.864911
4028,0.896776
4029,0.870163
4030,0.921577
4031,0.62247
4032,0.680827
4033,0.612145
4034,0.671545
4035,0.404967
4036,0.467735
4037,0.395891
4038,0.458138
4039,0.214155
4040,0.262806
4041,0.204679
4042,0.253809
4043,0.093504
4044,0.1186
4045,0.092758
4046,0.115624
4047,0.086953
4048,0.076839
4049,0.088947
4050,0.078076
4051,0.184755
4052,0.146484
4053,0.192362
4054,0.153008
4055,0.367252
4056,0.30848
4057,0.37753
4058,0.319173
4059,0.58528
4060,0.522607
4061,0.595033
4062,0.532265
4063,0.778677
4064,0.728021
4065,0.785845
4066,0.602687
4067,0.662976
4068,0.593448
4069,0.654479
4070,0.386023
4071,0.447941
4072,0.375825
4073,0.437164
4074,0.197544
4075,0.244963
4076,0.190834
4077,0.236262
4078,0.089981
4079,0.110971
4080,0.088459
4081,0.108183
4082,0.089939
4083,0.077225
4084,0.092921
4085,0.077489
4086,0.199165
4087,0.158727
4088,0.208256
4089,0.16698
4090,0.387855
4091,0.328455
4092,0.397313
4093,0.337023
4094,0.604109
4095,0.541862
4096,0.583467
4097,0.644246
4098,0.572461
4099,0.633202
4100,0.365446
4101,0.425992
4102,0.354537
4103,0.415223
4104,0.182521
4105,0.227558
4106,0.176848
4107,0.221989
4108,0.085907
4109,0.1037
4110,0.080505
4111,0.096198
4112,0.09427
4113,0.077313
4114,0.098722
4115,0.082341
4116,0.216537
4117,0.174494
4118,0.222171
4119,0.17841
4120,0.406552
4121,0.561122
4122,0.622476
4123,0.550649
4124,0.612959
4125,0.344486
4126,0.405737
4127,0.336596
4128,0.396403
4129,0.172378
4130,0.215203
4131,0.164274
4132,0.206136
4133,0.075903
4134,0.092384
4135,0.077329
4136,0.092461
4137,0.106811
4138,0.088823
4139,0.540824
4140,0.603198
4141,0.531078
4142,0.593521
4143,0.327039
4144,0.386306
4145,0.317511
4146,0.37637
4147,0.156973
4148,0.198486
4149,0.151895
4150,0.192103
4151,0.079073
4152,0.520894
4153,0.583917
4154,0.510327
4155,0.573091
4156,0.307774
4157,0.366418
4158,0.298891
4159,0.711472
4160,0.70185
4161,0.499866
4162,0.562889
4163,0.693172
4164,0.788688
4165,0.799814
4166,0.781129
4167,0.891052
4168,0.872586
4169,0.878634
4170,0.697439
4171,0.712529
4172,0.259799
4173,0.527688
4174,0.658324
4175,0.642865
4176,0.85749
4177,0.850987
4178,0.890433
4179,0.888369
4180,0.821571
4181,0.831805
4182,0.741213
4183,0.755468
4184,0.113626
4185,0.161446
4186,0.153044
4187,0.378063
4188,0.362203
4189,0.494325
4190,0.477438
4191,0.758641
4192,0.744142
4193,0.833505
4194,0.823326
4195,0.8877
4196,0.889068
4197,0.848526
4198,0.855523
4199,0.267952
4200,0.282718
4201,0.115323
4202,0.11912
4203,0.109408
4204,0.108206
4205,0.233802
4206,0.220869
4207,0.33112
4208,0.315115
4209,0.610591
4210,0.593082
4211,0.715645
4212,0.701306
4213,0.87987
4214,0.873908
4215,0.890208
4216,0.889132
4217,0.778792
4218,0.788781
4219,0.698095
4220,0.538749
4221,0.55572
4222,0.421667
4223,0.438925
4224,0.184922
4225,0.19622
4226,0.13038
4227,0.135674
4228,0.137278
4229,0.131209
4230,0.19792
4231,0.187048
4232,0.44278
4233,0.426073
4234,0.559868
4235,0.542293
4236,0.802174
4237,0.790402
4238,0.862566
4239,0.856339
4240,0.865636
4241,0.872281
4242,0.811839
4243,0.822015
4244,0.589279
4245,0.606644
4246,0.312197
4247,0.32758
4248,0.218637
4249,0.232028
4250,0.107818
4251,0.109605
4252,0.12076
4253,0.116912
4254,0.285935
4255,0.271237
4256,0.392043
4257,0.376457
4258,0.671078
4259,0.657092
4260,0.769034
4261,0.757295
4262,0.889474
4263,0.888822
4264,0.88295
4265,0.886374
4266,0.727096
4267,0.740201
4268,0.47292
4269,0.490556
4270,0.359218
4271,0.374267
4272,0.151589
4273,0.159355
4274,0.113188
4275,0.11581
4276,0.168685
4277,0.160758
4278,0.245225
4279,0.23278
4280,0.509817
4281,0.493269
4282,0.626657
4283,0.611377
4284,0.841241
4285,0.833603
4286,0.884677
4287,0.88088
4288,0.838554
4289,0.846956
4290,0.766198
4291,0.779131
4292,0.639372
4293,0.654902
4294,0.523363
4295,0.539762
4296,0.256457
4297,0.269134
4298,0.175654
4299,0.185463
4300,0.111814
4301,0.110391
4302,0.144509
4303,0.13844
4304,0.345922
4305,0.331908
4306,0.461251
4307,0.44428
4308,0.732048
4309,0.717282
4310,0.815077
4311,0.80378
4312,0.890592
4313,0.891794
4314,0.862722
4315,0.868791
4316,0.683586
4317,0.406055
4318,0.42217
4319,0.297259
4320,0.313092
4321,0.126246
4322,0.13325
4323,0.110596
4324,0.108948
4325,0.211312
4326,0.200186
4327,0.302561
4328,0.287471
4329,0.578333
4330,0.561075
4331,0.687803
4332,0.67242
4333,0.86962
4334,0.864326
4335,0.892182
4336,0.890395
4337,0.80208
4338,0.812952
4339,0.714065
4340,0.728763
4341,0.572303
4342,0.589565
4343,0.456191
4344,0.472312
4345,0.209288
4346,0.218871
4347,0.14251
4348,0.149013
4349,0.127414
4350,0.121366
4351,0.178429
4352,0.168195
4353,0.410721
4354,0.393356
4355,0.52708
4356,0.509444
4357,0.781363
4358,0.767972
4359,0.848411
4360,0.840646
4361,0.87924
4362,0.883088
4363,0.831315
4364,0.839242
4365,0.621937
4366,0.637797
4367,0.341676
4368,0.357134
4369,0.241359
4370,0.255858
4371,0.109567
4372,0.111631
4373,0.1123
4374,0.110932
4375,0.258787
4376,0.244532
4377,0.360628
4378,0.345098
4379,0.640782
4380,0.625733
4381,0.743543
4382,0.730866
4383,0.886812
4384,0.88419
4385,0.888186
4386,0.889609
4387,0.754775
4388,0.76722
4389,0.505675
4390,0.522562
4391,0.389409
4392,0.406918
4393,0.166495
4394,0.176674
4395,0.12013
4396,0.126092
4397,0.151474
4398,0.144477
4399,0.221208
4400,0.211219
4401,0.476637
4402,0.460238
4403,0.593945
4404,0.57783
4405,0.824346
4406,0.814537
4407,0.873754
4408,0.86675
4409,0.855491
4410,0.86156
4411,0.66888
4412,0.684885
4413,0.55722
4414,0.573927
4415,0.284355
4416,0.298694
4417,0.197825
4418,0.209598
4419,0.109792
4420,0.110868
4421,0.134364
4422,0.127719
4423,0.316414
4424,0.301905
4425,0.427697
4426,0.410435
4427,0.702741
4428,0.686908
4429,0.790712
4430,0.889404
4431,0.440132
4432,0.457707
4433,0.328922
4434,0.342908
4435,0.137434
4436,0.143661
4437,0.110526
4438,0.111178
4439,0.188161
4440,0.177985
4441,0.272904
4442,0.543809
4443,0.607957
4444,0.623543
4445,0.490183
4446,0.506731
4447,0.230966
4448,0.242705
4449,0.158759
4450,0.166397
4451,0.11705
4452,0.654078
4453,0.668092
4454,0.373343
4455,0.388623
4456,0.80782
4457,0.82168
4458,0.905765
4459,0.883923
4460,0.891624
4461,0.714916
4462,0.739225
4463,0.712057
4464,0.685622
4465,0.881156
4466,0.868865
4467,0.901937
4468,0.896266
4469,0.841761
4470,0.857495
4471,0.785624
4472,0.80782
4473,0.19218
4474,0.45409
4475,0.423602
4476,0.543532
4477,0.513937
4478,0.783216
4479,0.760591
4480,0.839914
4481,0.82168
4482,0.902521
4483,0.905766
4484,0.883923
4485,0.891624
4486,0.714916
4487,0.739225
4488,0.17832
4489,0.094235
4490,0.116077
4491,0.108376
4492,0.285084
4493,0.260775
4494,0.366875
4495,0.338172
4496,0.631782
4497,0.602396
4498,0.712057
4499,0.685623
4500,0.881156
4501,0.868866
4502,0.901937
4503,0.896266
4504,0.841761
4505,0.857494
4506,0.785624
4507,0.80782
4508,0.287943
4509,0.314378
4510,0.118844
4511,0.131134
4512,0.098063
4513,0.103734
4514,0.158239
4515,0.142506
4516,0.214376
4517,0.19218
4518,0.45409
4519,0.423603
4520,0.543532
4521,0.513937
4522,0.783216
4523,0.760591
4524,0.839914
4525,0.82168
4526,0.902521
4527,0.905765
4528,0.883923
4529,0.891624
4530,0.714915
4531,0.739225
4532,0.54591
4533,0.576397
4534,0.456468
4535,0.486063
4536,0.216784
4537,0.239409
4538,0.160086
4539,0.17832
4540,0.097479
4541,0.094234
4542,0.116077
4543,0.108376
4544,0.285084
4545,0.260775
4546,0.366875
4547,0.338172
4548,0.631782
4549,0.602396
4550,0.712057
4551,0.685622
4552,0.881156
4553,0.868866
4554,0.901937
4555,0.896266
4556,0.841761
4557,0.857494
4558,0.785624
4559,0.633125
4560,0.661828
4561,0.368218
4562,0.397604
4563,0.287943
4564,0.314378
4565,0.118843
4566,0.131134
4567,0.098063
4568,0.103734
4569,0.158239
4570,0.142506
4571,0.214376
4572,0.19218
4573,0.45409
4574,0.423602
4575,0.543531
4576,0.513937
4577,0.783216
4578,0.760591
4579,0.839914
4580,0.902521
4581,0.54591
4582,0.576398
4583,0.456468
4584,0.486063
4585,0.216784
4586,0.239409
4587,0.160086
4588,0.17832
4589,0.097479
4590,0.094234
4591,0.116077
4592,0.108376
4593,0.285084
4594,0.260775
4595,0.366875
4596,0.338172
4597,0.631782
4598,0.602396
4599,0.633125
4600,0.661828
4601,0.368218
4602,0.397604
4603,0.287943
4604,0.314378
4605,0.118844
4606,0.131134
4607,0.098063
4608,0.103734
4609,0.158239
4610,0.142506
4611,0.214376
4612,0.54591
4613,0.576397
4614,0.456468
4615,0.486063
4616,0.216784
4617,0.239409
4618,0.160086
4619,0.097479
4620,0.633125
4621,0.661828
4622,0.368218
4623,0.397604
4624,0.815289
4625,0.906936
4626,0.885162
4627,0.896673
4628,0.739285
4629,0.769614
4630,0.716407
4631,0.754906
4632,0.7212
4633,0.891985
4634,0.877326
4635,0.903788
4636,0.896795
4637,0.858276
4638,0.876211
4639,0.823032
4640,0.844646
4641,0.250829
4642,0.481907
4643,0.587194
4644,0.547254
4645,0.800564
4646,0.771527
4647,0.839735
4648,0.818448
4649,0.906965
4650,0.906637
4651,0.898755
4652,0.905155
4653,0.777837
4654,0.804737
4655,0.726164
4656,0.758977
4657,0.154977
4658,0.135729
4659,0.341616
4660,0.304937
4661,0.403159
4662,0.365496
4663,0.650463
4664,0.613599
4665,0.71141
4666,0.677499
4667,0.873817
4668,0.85677
4669,0.896338
4670,0.884373
4671,0.878864
4672,0.892922
4673,0.85222
4674,0.87124
4675,0.705405
4676,0.208738
4677,0.0943
4678,0.098056
4679,0.094898
4680,0.092137
4681,0.193088
4682,0.168003
4683,0.239866
4684,0.211086
4685,0.469783
4686,0.43153
4687,0.53756
4688,0.497821
4689,0.766891
4690,0.735693
4691,0.813214
4692,0.786388
4693,0.907439
4694,0.902969
4695,0.908512
4696,0.909359
4697,0.813714
4698,0.837411
4699,0.769717
4700,0.798556
4701,0.426608
4702,0.325386
4703,0.361644
4704,0.145723
4705,0.165798
4706,0.116769
4707,0.129591
4708,0.106004
4709,0.097417
4710,0.129374
4711,0.115168
4712,0.296088
4713,0.262626
4714,0.355917
4715,0.319447
4716,0.603116
4717,0.563619
4718,0.66527
4719,0.626229
4720,0.852203
4721,0.828298
4722,0.879117
4723,0.860671
4724,0.897505
4725,0.903973
4726,0.876152
4727,0.888942
4728,0.717605
4729,0.749171
4730,0.570748
4731,0.609601
4732,0.504317
4733,0.543403
4734,0.266415
4735,0.299257
4736,0.213077
4737,0.243054
4738,0.09728
4739,0.106221
4740,0.092328
4741,0.096452
4742,0.162994
4743,0.142351
4744,0.20287
4745,0.175266
4746,0.418933
4747,0.378798
4748,0.482558
4749,0.441388
4750,0.721565
4751,0.685316
4752,0.772334
4753,0.742179
4754,0.897133
4755,0.884963
4756,0.9057
4757,0.901944
4758,0.845023
4759,0.864271
4760,0.806912
4761,0.831997
4762,0.681842
4763,0.436581
4764,0.476052
4765,0.371622
4766,0.410529
4767,0.170269
4768,0.197121
4769,0.138715
4770,0.159033
4771,0.097905
4772,0.092553
4773,0.108397
4774,0.098462
4775,0.249495
4776,0.217757
4777,0.303972
4778,0.271193
4779,0.5467
4780,0.507043
4781,0.612104
4782,0.573392
4783,0.816836
4784,0.791262
4785,0.854277
4786,0.834202
4787,0.905102
4788,0.907863
4789,0.893996
4790,0.902583
4791,0.760134
4792,0.788914
4793,0.703912
4794,0.737374
4795,0.61944
4796,0.656572
4797,0.554894
4798,0.59419
4799,0.311032
4800,0.347232
4801,0.255801
4802,0.289696
4803,0.113568
4804,0.126627
4805,0.095179
4806,0.102281
4807,0.133332
4808,0.117597
4809,0.167395
4810,0.145927
4811,0.364913
4812,0.327979
4813,0.429252
4814,0.390399
4815,0.674614
4816,0.638356
4817,0.733585
4818,0.700743
4819,0.883231
4820,0.870409
4821,0.90272
4822,0.893779
4823,0.870626
4824,0.884832
4825,0.837006
4826,0.857649
4827,0.489251
4828,0.529927
4829,0.424838
4830,0.46501
4831,0.207845
4832,0.236873
4833,0.165001
4834,0.188574
4835,0.090029
4836,0.092521
4837,0.096995
4838,0.093064
4839,0.210128
4840,0.184711
4841,0.260715
4842,0.230386
4843,0.495683
4844,0.456597
4845,0.563419
4846,0.523948
4847,0.786923
4848,0.756946
4849,0.829731
4850,0.802879
4851,0.907672
4852,0.903548
4853,0.902095
4854,0.907447
4855,0.79713
4856,0.824734
4857,0.750505
4858,0.782243
4859,0.67007
4860,0.609019
4861,0.64707
4862,0.362265
4863,0.400306
4864,0.30084
4865,0.336694
4866,0.130205
4867,0.149353
4868,0.108015
4869,0.122674
4870,0.114838
4871,0.103327
4872,0.141724
4873,0.123788
4874,0.318157
4875,0.283593
4876,0.38056
4877,0.343428
4878,0.628378
4879,0.589471
4880,0.688968
4881,0.652768
4882,0.861285
4883,0.840967
4884,0.886432
4885,0.873373
4886,0.891603
4887,0.901538
4888,0.866668
4889,0.882403
4890,0.728807
4891,0.544387
4892,0.583758
4893,0.478061
4894,0.518093
4895,0.245094
4896,0.278799
4897,0.199436
4898,0.228473
4899,0.096212
4900,0.103205
4901,0.093035
4902,0.093363
4903,0.176968
4904,0.155354
4905,0.222163
4906,0.195263
4907,0.445106
4908,0.40581
4909,0.510749
4910,0.470073
4911,0.744199
4912,0.710304
4913,0.792155
4914,0.763127
4915,0.904821
4916,0.897719
4917,0.909971
4918,0.907479
4919,0.832605
4920,0.854073
4921,0.789872
4922,0.658384
4923,0.695063
4924,0.412806
4925,0.452746
4926,0.349537
4927,0.386401
4928,0.160265
4929,0.181552
4930,0.126183
4931,0.14323
4932,0.101245
4933,0.094845
4934,0.121136
4935,0.107078
4936,0.273836
4937,0.241022
4938,0.32993
4939,0.294595
4940,0.575162
4941,0.53499
4942,0.637735
4943,0.599694
4944,0.834999
4945,0.811426
4946,0.869795
4947,0.850647
4948,0.903005
4949,0.596841
4950,0.634504
4951,0.530217
4952,0.56847
4953,0.28859
4954,0.322501
4955,0.233109
4956,0.264307
4957,0.103662
4958,0.115627
4959,0.092561
4960,0.09703
4961,0.14778
4962,0.12876
4963,0.186286
4964,0.162588
4965,0.390981
4966,0.35293
4967,0.455613
4968,0.416242
4969,0.69916
4970,0.663306
4971,0.46244
4972,0.502179
4973,0.396884
4974,0.436381
4975,0.186786
4976,0.213612
4977,0.147797
4978,0.171702
4979,0.091488
4980,0.090641
4981,0.102495
4982,0.096027
4983,0.230283
4984,0.201444
4985,0.282395
4986,0.521939
4987,0.644083
4988,0.680553
4989,0.581067
4990,0.621202
4991,0.33473
4992,0.373771
4993,0.278435
4994,0.314684
4995,0.120883
4996,0.139329
4997,0.102867
4998,0.115037
4999,0.123848
5000,0.111059
5001,0.517442
5002,0.558612
5003,0.4533
5004,0.492957
5005,0.227666
5006,0.257821
5007,0.183164
5008,0.696028
5009,0.635087
5010,0.672021
5011,0.387896
5012,0.825299
5013,0.918126
5014,0.894922
5015,0.909432
5016,0.759031
5017,0.793935
5018,0.721538
5019,0.761357
5020,0.76091
5021,0.911088
5022,0.898585
5023,0.920521
5024,0.912827
5025,0.877129
5026,0.897162
5027,0.855018
5028,0.878396
5029,0.72218
5030,0.549039
5031,0.639603
5032,0.594611
5033,0.82842
5034,0.795364
5035,0.856398
5036,0.82808
5037,0.923614
5038,0.921191
5039,0.920844
5040,0.923055
5041,0.827382
5042,0.85396
5043,0.793424
5044,0.174702
5045,0.409785
5046,0.364558
5047,0.456329
5048,0.409541
5049,0.681836
5050,0.639194
5051,0.722791
5052,0.681922
5053,0.87943
5054,0.856248
5055,0.898187
5056,0.878358
5057,0.90956
5058,0.081874
5059,0.105078
5060,0.090568
5061,0.240969
5062,0.206065
5063,0.278462
5064,0.238643
5065,0.502657
5066,0.455429
5067,0.549067
5068,0.502392
5069,0.761561
5070,0.722251
5071,0.794747
5072,0.23909
5073,0.088912
5074,0.101415
5075,0.079479
5076,0.087173
5077,0.122871
5078,0.102837
5079,0.144982
5080,0.121604
5081,0.319452
5082,0.27782
5083,0.363725
5084,0.32048
5085,0.594681
5086,0.45096
5087,0.360397
5088,0.40539
5089,0.17158
5090,0.204636
5091,0.143602
5092,0.17192
5093,0.076386
5094,0.078809
5095,0.079156
5096,0.076945
5097,0.172618
5098,0.14604
5099,0.206576
5100,0.590215
5101,0.635442
5102,0.543671
5103,0.590459
5104,0.318164
5105,0.360806
5106,0.27721
5107,0.318078
5108,0.120569
5109,0.143752
5110,0.101812
5111,0.121642
5112,0.09044
5113,0.497343
5114,0.544572
5115,0.450933
5116,0.497608
5117,0.238439
5118,0.277749
5119,0.205253
5120,0.680548
5121,0.636275
5122,0.67952
5123,0.40532
5124,0.825008
5125,0.920633
5126,0.894403
5127,0.911411
5128,0.766646
5129,0.804017
5130,0.741332
5131,0.782149
5132,0.806962
5133,0.925549
5134,0.914735
5135,0.928337
5136,0.922233
5137,0.880948
5138,0.901242
5139,0.865072
5140,0.888428
5141,0.716246
5142,0.759211
5143,0.734023
5144,0.700213
5145,0.653785
5146,0.859516
5147,0.827798
5148,0.874525
5149,0.846363
5150,0.926695
5151,0.923398
5152,0.92251
5153,0.923872
5154,0.849332
5155,0.877245
5156,0.831497
5157,0.860935
5158,0.240789
5159,0.440317
5160,0.523148
5161,0.47067
5162,0.72756
5163,0.681945
5164,0.753943
5165,0.711088
5166,0.887505
5167,0.863533
5168,0.898827
5169,0.878396
5170,0.920153
5171,0.926017
5172,0.91371
5173,0.924822
5174,0.810806
5175,0.843766
5176,0.78901
5177,0.825008
5178,0.150668
5179,0.122755
5180,0.31137
5181,0.265977
5182,0.339866
5183,0.293415
5184,0.553303
5185,0.502053
5186,0.585031
5187,0.533257
5188,0.779269
5189,0.737271
5190,0.800581
5191,0.761761
5192,0.909283
5193,0.892526
5194,0.919138
5195,0.905856
5196,0.906613
5197,0.920633
5198,0.894403
5199,0.911411
5200,0.766647
5201,0.804017
5202,0.741332
5203,0.782149
5204,0.076128
5205,0.079847
5206,0.073983
5207,0.168503
5208,0.139065
5209,0.189194
5210,0.156234
5211,0.369754
5212,0.321403
5213,0.399829
5214,0.349413
5215,0.6147
5216,0.563689
5217,0.644344
5218,0.594422
5219,0.821965
5220,0.785015
5221,0.841071
5222,0.806962
5223,0.925549
5224,0.914735
5225,0.928336
5226,0.922233
5227,0.880948
5228,0.901242
5229,0.865072
5230,0.888428
5231,0.716246
5232,0.759211
5233,0.734023
5234,0.220732
5235,0.262729
5236,0.101173
5237,0.121604
5238,0.090717
5239,0.107474
5240,0.08629
5241,0.075178
5242,0.093387
5243,0.079367
5244,0.21099
5245,0.174992
5246,0.233354
5247,0.195983
5248,0.429792
5249,0.379694
5250,0.4612
5251,0.409165
5252,0.673116
5253,0.623528
5254,0.700213
5255,0.653785
5256,0.859516
5257,0.827798
5258,0.874525
5259,0.846363
5260,0.926695
5261,0.923398
5262,0.92251
5263,0.923872
5264,0.849332
5265,0.877245
5266,0.831497
5267,0.860935
5268,0.466743
5269,0.3853
5270,0.436311
5271,0.199419
5272,0.238239
5273,0.178035
5274,0.214985
5275,0.080862
5276,0.094144
5277,0.074451
5278,0.085265
5279,0.105597
5280,0.088589
5281,0.119052
5282,0.098758
5283,0.258668
5284,0.217851
5285,0.283754
5286,0.240789
5287,0.491694
5288,0.440317
5289,0.523148
5290,0.47067
5291,0.72756
5292,0.681945
5293,0.753942
5294,0.711088
5295,0.887505
5296,0.863533
5297,0.898827
5298,0.878396
5299,0.920153
5300,0.926017
5301,0.91371
5302,0.924822
5303,0.810806
5304,0.843766
5305,0.78901
5306,0.825008
5307,0.600172
5308,0.650587
5309,0.570208
5310,0.620306
5311,0.355656
5312,0.405578
5313,0.326884
5314,0.376472
5315,0.158929
5316,0.193038
5317,0.140484
5318,0.172202
5319,0.071663
5320,0.077767
5321,0.073305
5322,0.076601
5323,0.134928
5324,0.111572
5325,0.150668
5326,0.122755
5327,0.31137
5328,0.265977
5329,0.339866
5330,0.293415
5331,0.553303
5332,0.502053
5333,0.585031
5334,0.533257
5335,0.779269
5336,0.737271
5337,0.800581
5338,0.761761
5339,0.909283
5340,0.892526
5341,0.919138
5342,0.905856
5343,0.906613
5344,0.920633
5345,0.894403
5346,0.911411
5347,0.766646
5348,0.804017
5349,0.741332
5350,0.782149
5351,0.538799
5352,0.590835
5353,0.508306
5354,0.559683
5355,0.299787
5356,0.346215
5357,0.27244
5358,0.318055
5359,0.125475
5360,0.153637
5361,0.112495
5362,0.136467
5363,0.07749
5364,0.076128
5365,0.079847
5366,0.073983
