,Calculated atomic coordinates w'
3619,0.7534
3620,0.782396
3621,0.776572
3622,0.805515
3623,0.831536
3624,0.860478
3625,0.854453
3626,0.883367
3627,0.909214
3628,0.938151
3629,0.932057
3630,0.961006
3631,0.987023
3632,0.7303
3633,0.759344
3634,0.785489
3635,0.814546
3636,0.808531
3637,0.837555
3638,0.863613
3639,0.892606
3640,0.886448
3641,0.915372
3642,0.941289
3643,0.970277
3644,0.96406
3645,0.993008
3646,0.840705
3647,0.86975
3648,0.89584
3649,0.924892
3650,0.918576
3651,0.947633
3652,0.973573
3653,0.996178
3654,0.950922
3655,0.980016
3656,0.983111
3657,0.010564
3658,0.061665
3659,0.014334
3660,0.011836
3661,0.038073
3662,0.062979
3663,0.089198
3664,0.112807
3665,0.164003
3666,0.015589
3667,0.041825
3668,0.039272
3669,0.065535
3670,0.090484
3671,0.116754
3672,0.114073
3673,0.140321
3674,0.165218
3675,0.191454
3676,0.018249
3677,0.043128
3678,0.069406
3679,0.066769
3680,0.093026
3681,0.117983
3682,0.144261
3683,0.141687
3684,0.167969
3685,0.192811
3686,0.219034
3687,0.21639
3688,0.242584
3689,0.267559
3690,0.293835
3691,0.022228
3692,0.019527
3693,0.045805
3694,0.070669
3695,0.096985
3696,0.094349
3697,0.120631
3698,0.145582
3699,0.17182
3700,0.169235
3701,0.195476
3702,0.220411
3703,0.246729
3704,0.243893
3705,0.270155
3706,0.295133
3707,0.321413
3708,0.318796
3709,0.345041
3710,0.369931
3711,0.39621
3712,0.023564
3713,0.049887
3714,0.047187
3715,0.073525
3716,0.098418
3717,0.124727
3718,0.121907
3719,0.148243
3720,0.173236
3721,0.199534
3722,0.196729
3723,0.223014
3724,0.248014
3725,0.274341
3726,0.271554
3727,0.297868
3728,0.322785
3729,0.349116
3730,0.346374
3731,0.372682
3732,0.397626
3733,0.424001
3734,0.421008
3735,0.447365
3736,0.472244
3737,0.498623
3738,0.002789
3739,0.026363
3740,0.051238
3741,0.077466
3742,0.074861
3743,0.101129
3744,0.126125
3745,0.152385
3746,0.149553
3747,0.175871
3748,0.200787
3749,0.227032
3750,0.224444
3751,0.25069
3752,0.27566
3753,0.301921
3754,0.299259
3755,0.325583
3756,0.350472
3757,0.376746
3758,0.374038
3759,0.400344
3760,0.425301
3761,0.451573
3762,0.44887
3763,0.475241
3764,0.500069
3765,0.526363
3766,0.523564
3767,0.549887
3768,0.574861
3769,0.601129
3770,0.003984
3771,0.030223
3772,0.027684
3773,0.053954
3774,0.078804
3775,0.105059
3776,0.102423
3777,0.128699
3778,0.153675
3779,0.179887
3780,0.177276
3781,0.20351
3782,0.228313
3783,0.254587
3784,0.251987
3785,0.278263
3786,0.303233
3787,0.329508
3788,0.32686
3789,0.353139
3790,0.377997
3791,0.404274
3792,0.401652
3793,0.427906
3794,0.452852
3795,0.479055
3796,0.476552
3797,0.502789
3798,0.527684
3799,0.553954
3800,0.551238
3801,0.577466
3802,0.602423
3803,0.628699
3804,0.626125
3805,0.652385
3806,0.677276
3807,0.70351
3808,0.006668
3809,0.031546
3810,0.057826
3811,0.055142
3812,0.081431
3813,0.106345
3814,0.132568
3815,0.129979
3816,0.156178
3817,0.181096
3818,0.20735
3819,0.204836
3820,0.231073
3821,0.255954
3822,0.282203
3823,0.279498
3824,0.305769
3825,0.330722
3826,0.356972
3827,0.354483
3828,0.380697
3829,0.4056
3830,0.431825
3831,0.429186
3832,0.455434
3833,0.480383
3834,0.506668
3835,0.503984
3836,0.530223
3837,0.555142
3838,0.581431
3839,0.578804
3840,0.605059
3841,0.629979
3842,0.656178
3843,0.653675
3844,0.679887
3845,0.704836
3846,0.731073
3847,0.728313
3848,0.754587
3849,0.779498
3850,0.805769
3851,0.0079
3852,0.034228
3853,0.059144
3854,0.085336
3855,0.082734
3856,0.108929
3857,0.133847
3858,0.160161
3859,0.157463
3860,0.183772
3861,0.208658
3862,0.234838
3863,0.232283
3864,0.258497
3865,0.283456
3866,0.309713
3867,0.307086
3868,0.333311
3869,0.358198
3870,0.384432
3871,0.381915
3872,0.40813
3873,0.433106
3874,0.459372
3875,0.456725
3876,0.482947
3877,0.5079
3878,0.534228
3879,0.531546
3880,0.557826
3881,0.582734
3882,0.608929
3883,0.606345
3884,0.632568
3885,0.657463
3886,0.683772
3887,0.681096
3888,0.70735
3889,0.732283
3890,0.758497
3891,0.755954
3892,0.782203
3893,0.807086
3894,0.833311
3895,0.830722
3896,0.856971
3897,0.90813
3898,0.035467
3899,0.0
3900,0.110278
3901,0.136553
3902,0.161494
3903,0.187686
3904,0.185049
3905,0.211246
3906,0.236128
3907,0.262439
3908,0.259746
3909,0.285998
3910,0.310936
3911,0.337119
3912,0.334611
3913,0.360816
3914,0.385714
3915,0.411987
3916,0.409352
3917,0.435632
3918,0.460613
3919,0.486899
3920,0.484277
3921,0.510564
3922,0.535467
3923,0.561665
3924,0.559144
3925,0.585336
3926,0.610278
3927,0.636553
3928,0.633847
3929,0.660161
3930,0.685049
3931,0.711246
3932,0.708658
3933,0.734838
3934,0.759746
3935,0.785998
3936,0.783456
3937,0.809713
3938,0.834611
3939,0.860816
3940,0.858198
3941,0.884432
3942,0.909352
3943,0.935632
3944,0.959372
3945,0.137782
3946,0.188948
3947,0.215211
3948,0.212551
3949,0.238849
3950,0.263713
3951,0.289929
3952,0.287346
3953,0.313539
3954,0.338452
3955,0.364702
3956,0.362029
3957,0.388329
3958,0.413282
3959,0.439529
3960,0.436884
3961,0.463152
3962,0.488134
3963,0.514334
3964,0.511836
3965,0.538073
3966,0.562979
3967,0.589198
3968,0.586545
3969,0.612807
3970,0.637782
3971,0.664003
3972,0.661494
3973,0.687686
3974,0.712551
3975,0.738849
3976,0.736128
3977,0.762439
3978,0.787346
3979,0.813539
3980,0.810936
3981,0.837119
3982,0.862029
3983,0.888329
3984,0.885714
3985,0.911987
3986,0.936884
3987,0.963152
3988,0.960613
3989,0.986899
3990,0.240147
3991,0.266317
3992,0.291243
3993,0.317474
3994,0.314828
3995,0.341098
3996,0.366027
3997,0.392278
3998,0.38954
3999,0.415844
4000,0.440807
4001,0.467041
4002,0.464429
4003,0.490645
4004,0.515589
4005,0.541825
4006,0.539272
4007,0.565534
4008,0.590484
4009,0.616754
4010,0.614073
4011,0.640321
4012,0.665218
4013,0.691454
4014,0.688948
4015,0.715212
4016,0.740147
4017,0.766317
4018,0.763713
4019,0.789929
4020,0.814828
4021,0.841098
4022,0.838452
4023,0.864702
4024,0.88954
4025,0.915844
4026,0.913282
4027,0.939529
4028,0.964429
4029,0.990645
4030,0.988134
4031,0.342304
4032,0.36859
4033,0.393459
4034,0.419686
4035,0.417187
4036,0.443394
4037,0.468348
4038,0.494607
4039,0.491954
4040,0.518249
4041,0.543128
4042,0.569406
4043,0.566769
4044,0.593026
4045,0.617983
4046,0.644261
4047,0.641687
4048,0.667969
4049,0.692811
4050,0.719034
4051,0.71639
4052,0.742584
4053,0.767559
4054,0.793835
4055,0.791243
4056,0.817474
4057,0.842304
4058,0.86859
4059,0.866027
4060,0.892278
4061,0.917187
4062,0.943394
4063,0.940807
4064,0.967041
4065,0.991954
4066,0.444664
4067,0.470943
4068,0.495913
4069,0.522228
4070,0.519527
4071,0.545805
4072,0.570669
4073,0.596985
4074,0.594349
4075,0.620631
4076,0.645582
4077,0.67182
4078,0.669235
4079,0.695476
4080,0.720411
4081,0.746729
4082,0.743893
4083,0.770155
4084,0.795133
4085,0.821413
4086,0.818796
4087,0.845041
4088,0.869931
4089,0.89621
4090,0.893459
4091,0.919686
4092,0.944664
4093,0.970943
4094,0.968348
4095,0.994607
4096,0.547187
4097,0.573525
4098,0.598418
4099,0.624727
4100,0.621907
4101,0.648243
4102,0.673236
4103,0.699534
4104,0.696729
4105,0.723014
4106,0.748014
4107,0.774341
4108,0.771554
4109,0.797868
4110,0.822785
4111,0.849116
4112,0.846374
4113,0.872682
4114,0.897626
4115,0.924001
4116,0.921008
4117,0.947365
4118,0.972244
4119,0.998623
4120,0.995913
4121,0.649553
4122,0.675871
4123,0.700787
4124,0.727032
4125,0.724444
4126,0.75069
4127,0.77566
4128,0.801921
4129,0.799259
4130,0.825583
4131,0.850472
4132,0.876746
4133,0.874038
4134,0.900344
4135,0.925301
4136,0.951573
4137,0.94887
4138,0.975241
4139,0.751987
4140,0.778263
4141,0.803233
4142,0.829508
4143,0.82686
4144,0.853139
4145,0.877997
4146,0.904274
4147,0.901652
4148,0.927906
4149,0.952852
4150,0.979055
4151,0.976552
4152,0.854483
4153,0.880697
4154,0.9056
4155,0.931825
4156,0.929186
4157,0.955434
4158,0.980383
4159,0.881915
4160,0.933106
4161,0.956725
4162,0.982947
4163,0.984277
4164,0.000522
4165,0.039345
4166,0.025602
4167,0.032482
4168,0.055362
4169,0.094124
4170,0.062181
4171,0.10097
4172,0.011898
4173,0.01878
4174,0.04169
4175,0.080526
4176,0.048482
4177,0.087315
4178,0.11008
4179,0.148838
4180,0.116878
4181,0.155654
4182,0.1783
4183,0.217016
4184,0.005001
4185,0.027894
4186,0.066742
4187,0.034828
4188,0.073668
4189,0.096488
4190,0.13523
4191,0.103307
4192,0.14207
4193,0.164776
4194,0.203493
4195,0.171552
4196,0.210271
4197,0.232917
4198,0.271712
4199,0.014196
4200,0.053035
4201,0.021053
4202,0.0599
4203,0.082747
4204,0.121507
4205,0.089609
4206,0.128354
4207,0.151105
4208,0.189815
4209,0.157971
4210,0.196635
4211,0.219329
4212,0.258064
4213,0.226189
4214,0.264891
4215,0.287661
4216,0.32647
4217,0.294518
4218,0.333305
4219,0.395047
4220,0.007356
4221,0.046196
4222,0.069053
4223,0.107806
4224,0.07586
4225,0.114616
4226,0.137358
4227,0.176087
4228,0.144226
4229,0.18294
4230,0.205663
4231,0.244372
4232,0.212511
4233,0.251245
4234,0.274016
4235,0.312791
4236,0.280833
4237,0.319598
4238,0.342489
4239,0.381341
4240,0.349341
4241,0.388178
4242,0.411137
4243,0.450038
4244,0.12372
4245,0.162408
4246,0.130554
4247,0.169278
4248,0.191957
4249,0.230632
4250,0.198782
4251,0.237501
4252,0.260273
4253,0.299041
4254,0.267111
4255,0.305887
4256,0.328762
4257,0.367627
4258,0.33564
4259,0.374498
4260,0.397405
4261,0.436282
4262,0.404252
4263,0.44317
4264,0.466125
4265,0.505001
4266,0.472987
4267,0.511898
4268,0.185111
4269,0.223825
4270,0.246548
4271,0.285325
4272,0.253414
4273,0.29217
4274,0.315013
4275,0.353862
4276,0.321916
4277,0.360789
4278,0.383696
4279,0.422579
4280,0.390556
4281,0.429491
4282,0.452418
4283,0.491301
4284,0.459219
4285,0.498139
4286,0.521053
4287,0.5599
4288,0.527894
4289,0.566742
4290,0.589609
4291,0.628354
4292,0.239762
4293,0.278537
4294,0.301341
4295,0.340192
4296,0.308137
4297,0.346983
4298,0.369917
4299,0.40882
4300,0.376804
4301,0.415724
4302,0.438664
4303,0.477561
4304,0.445547
4305,0.484462
4306,0.507356
4307,0.546196
4308,0.514196
4309,0.553035
4310,0.57586
4311,0.614616
4312,0.582747
4313,0.621507
4314,0.644226
4315,0.68294
4316,0.356207
4317,0.363081
4318,0.401937
4319,0.424936
4320,0.463779
4321,0.431822
4322,0.470684
4323,0.493641
4324,0.532482
4325,0.500522
4326,0.539345
4327,0.562181
4328,0.60097
4329,0.569053
4330,0.607806
4331,0.630554
4332,0.669278
4333,0.637358
4334,0.676087
4335,0.698782
4336,0.737501
4337,0.705663
4338,0.744372
4339,0.767111
4340,0.805887
4341,0.41803
4342,0.45689
4343,0.47988
4344,0.51878
4345,0.486763
4346,0.525602
4347,0.548482
4348,0.587315
4349,0.555362
4350,0.594124
4351,0.616878
4352,0.655654
4353,0.62372
4354,0.662408
4355,0.685111
4356,0.723825
4357,0.691957
4358,0.730632
4359,0.753414
4360,0.79217
4361,0.760273
4362,0.799041
4363,0.821916
4364,0.860789
4365,0.534828
4366,0.573668
4367,0.54169
4368,0.580526
4369,0.603307
4370,0.64207
4371,0.61008
4372,0.648838
4373,0.671552
4374,0.710271
4375,0.6783
4376,0.717016
4377,0.739762
4378,0.778537
4379,0.746548
4380,0.785325
4381,0.808137
4382,0.846983
4383,0.815013
4384,0.853862
4385,0.876804
4386,0.915724
4387,0.883696
4388,0.922579
4389,0.596488
4390,0.63523
4391,0.657971
4392,0.696635
4393,0.664777
4394,0.703493
4395,0.726189
4396,0.764891
4397,0.732917
4398,0.771712
4399,0.794518
4400,0.833305
4401,0.801341
4402,0.840192
4403,0.863081
4404,0.901937
4405,0.869917
4406,1.0
4407,0.931822
4408,0.970684
4409,0.938664
4410,0.977561
4411,0.651105
4412,0.689815
4413,0.712511
4414,0.751245
4415,0.719329
4416,0.758064
4417,0.780833
4418,0.819598
4419,0.787661
4420,0.82647
4421,0.849341
4422,0.888178
4423,0.856207
4424,0.895047
4425,0.91803
4426,0.95689
4427,0.924936
4428,0.963779
4429,0.986763
4430,0.99364
4431,0.774016
4432,0.812791
4433,0.83564
4434,0.874498
4435,0.842489
4436,0.881341
4437,0.904252
4438,0.94317
4439,0.911137
4440,0.950038
4441,0.972987
4442,0.97988
4443,0.828762
4444,0.867627
4445,0.890556
4446,0.929491
4447,0.897405
4448,0.936282
4449,0.959219
4450,0.998139
4451,0.966125
4452,0.945547
4453,0.984462
4454,0.952418
4455,0.991301
4456,0.06688
4457,0.019945
4458,0.043399
4459,0.091177
4460,0.162355
4461,0.114538
4462,0.18582
4463,0.043614
4464,0.114944
4465,0.067736
4466,0.138899
4467,0.186782
4468,0.257911
4469,0.210069
4470,0.281227
4471,0.329019
4472,0.400213
4473,0.06688
4474,0.01937
4475,0.090463
4476,0.138505
4477,0.209822
4478,0.162806
4479,0.234059
4480,0.281967
4481,0.353278
4482,0.305553
4483,0.376732
4484,0.42451
4485,0.495689
4486,0.447872
4487,0.519153
4488,0.019945
4489,0.043399
4490,0.091177
4491,0.162356
4492,0.114539
4493,0.18582
4494,0.233636
4495,0.304857
4496,0.257715
4497,0.328989
4498,0.376947
4499,0.448277
4500,0.401069
4501,0.472233
4502,0.520115
4503,0.591244
4504,0.543402
4505,0.61456
4506,0.662352
4507,0.733547
4508,0.043614
4509,0.114944
4510,0.067736
4511,0.1389
4512,0.186782
4513,0.257911
4514,0.210069
4515,0.281227
4516,0.329019
4517,0.400213
4518,0.352704
4519,0.423796
4520,0.471839
4521,0.543155
4522,0.49614
4523,0.567392
4524,0.615301
4525,0.686611
4526,0.638886
4527,0.710066
4528,0.757843
4529,0.829022
4530,0.781205
4531,0.852486
4532,0.01937
4533,0.090463
4534,0.138505
4535,0.209822
4536,0.162806
4537,0.234059
4538,0.281967
4539,0.353278
4540,0.305553
4541,0.376732
4542,0.42451
4543,0.495689
4544,0.447872
4545,0.519153
4546,0.56697
4547,0.63819
4548,0.591049
4549,0.662323
4550,0.710281
4551,0.78161
4552,0.734403
4553,0.805566
4554,0.853448
4555,0.924577
4556,0.876735
4557,0.947893
4558,0.995685
4559,0.233636
4560,0.304857
4561,0.257715
4562,0.328989
4563,0.376947
4564,0.448277
4565,0.401069
4566,0.472233
4567,0.520115
4568,0.591244
4569,0.543402
4570,0.61456
4571,0.662352
4572,0.733547
4573,0.686037
4574,0.75713
4575,0.805172
4576,0.876489
4577,0.829473
4578,0.900725
4579,0.948634
4580,0.97222
4581,0.352703
4582,0.423796
4583,0.471839
4584,0.543155
4585,0.49614
4586,0.567392
4587,0.615301
4588,0.686611
4589,0.638886
4590,0.710066
4591,0.757843
4592,0.829022
4593,0.781205
4594,0.852486
4595,0.900303
4596,0.971523
4597,0.924382
4598,0.995656
4599,0.56697
4600,0.63819
4601,0.591049
4602,0.662323
4603,0.710281
4604,0.78161
4605,0.734403
4606,0.805566
4607,0.853448
4608,0.924578
4609,0.876735
4610,0.947893
4611,0.995685
4612,0.686037
4613,0.75713
4614,0.805172
4615,0.876489
4616,0.829473
4617,0.900725
4618,0.948634
4619,0.97222
4620,0.900303
4621,0.971523
4622,0.924382
4623,0.995656
4624,0.028794
4625,0.013398
4626,0.037482
4627,0.070043
4628,0.05279
4629,0.085477
4630,0.14214
4631,0.006517
4632,0.039088
4633,0.021947
4634,0.054582
4635,0.078621
4636,0.111205
4637,0.094126
4638,0.126718
4639,0.150799
4640,0.183413
4641,0.0083
4642,0.023638
4643,0.047737
4644,0.080296
4645,0.063242
4646,0.095776
4647,0.119838
4648,0.152469
4649,0.135272
4650,0.167832
4651,0.191971
4652,0.224592
4653,0.207495
4654,0.240123
4655,0.264191
4656,0.296813
4657,0.016848
4658,0.049432
4659,0.032371
4660,0.064978
4661,0.089034
4662,0.121681
4663,0.104393
4664,0.137019
4665,0.161109
4666,0.193744
4667,0.176467
4668,0.209154
4669,0.233198
4670,0.265853
4671,0.24871
4672,0.281278
4673,0.30542
4674,0.337994
4675,0.353558
4676,0.018324
4677,0.001353
4678,0.033958
4679,0.058097
4680,0.090729
4681,0.073532
4682,0.10611
4683,0.130205
4684,0.162767
4685,0.145717
4686,0.178383
4687,0.202447
4688,0.235099
4689,0.217837
4690,0.250446
4691,0.274577
4692,0.30714
4693,0.289872
4694,0.322536
4695,0.346619
4696,0.379245
4697,0.36222
4698,0.394805
4699,0.419057
4700,0.451619
4701,0.002883
4702,0.026999
4703,0.059689
4704,0.042479
4705,0.075068
4706,0.099266
4707,0.131877
4708,0.114754
4709,0.147415
4710,0.171396
4711,0.20405
4712,0.18689
4713,0.21943
4714,0.24366
4715,0.276195
4716,0.259125
4717,0.291733
4718,0.315789
4719,0.348317
4720,0.331229
4721,0.363778
4722,0.38794
4723,0.420433
4724,0.403417
4725,0.435995
4726,0.460156
4727,0.492687
4728,0.475731
4729,0.5083
4730,0.011581
4731,0.04417
4732,0.068351
4733,0.100971
4734,0.083729
4735,0.116424
4736,0.140477
4737,0.173144
4738,0.156007
4739,0.188627
4740,0.212704
4741,0.245269
4742,0.228049
4743,0.260674
4744,0.284807
4745,0.317376
4746,0.300384
4747,0.332877
4748,0.356985
4749,0.389514
4750,0.372403
4751,0.40488
4752,0.42899
4753,0.461542
4754,0.444664
4755,0.477202
4756,0.501353
4757,0.533958
4758,0.516848
4759,0.549432
4760,0.573532
4761,0.60611
4762,0.109543
4763,0.125056
4764,0.15764
4765,0.181793
4766,0.214315
4767,0.197287
4768,0.229867
4769,0.253952
4770,0.286548
4771,0.269355
4772,0.301932
4773,0.326111
4774,0.358654
4775,0.341485
4776,0.374073
4777,0.398185
4778,0.430776
4779,0.413598
4780,0.446237
4781,0.470245
4782,0.502883
4783,0.485749
4784,0.518324
4785,0.542479
4786,0.575068
4787,0.558097
4788,0.590729
4789,0.614754
4790,0.647415
4791,0.630205
4792,0.662767
4793,0.68689
4794,0.71943
4795,0.166199
4796,0.198816
4797,0.222899
4798,0.255527
4799,0.238531
4800,0.271122
4801,0.295255
4802,0.327891
4803,0.310553
4804,0.343137
4805,0.367249
4806,0.399808
4807,0.382823
4808,0.415422
4809,0.439481
4810,0.472145
4811,0.454919
4812,0.487489
4813,0.511581
4814,0.54417
4815,0.526999
4816,0.559689
4817,0.583729
4818,0.616424
4819,0.599266
4820,0.631877
4821,0.656007
4822,0.688627
4823,0.671396
4824,0.70405
4825,0.728049
4826,0.760674
4827,0.279711
4828,0.3123
4829,0.336527
4830,0.36908
4831,0.351884
4832,0.384492
4833,0.408494
4834,0.441108
4835,0.42408
4836,0.456682
4837,0.480854
4838,0.513398
4839,0.496134
4840,0.528794
4841,0.55279
4842,0.585477
4843,0.568351
4844,0.600971
4845,0.625056
4846,0.65764
4847,0.640477
4848,0.673144
4849,0.697287
4850,0.729867
4851,0.712704
4852,0.745269
4853,0.769355
4854,0.801932
4855,0.784807
4856,0.817376
4857,0.841485
4858,0.874073
4859,0.32094
4860,0.377757
4861,0.410368
4862,0.393187
4863,0.425735
4864,0.449787
4865,0.482328
4866,0.0
4867,0.497861
4868,0.521947
4869,0.554582
4870,0.537482
4871,0.570043
4872,0.594126
4873,0.626718
4874,0.609543
4875,0.64214
4876,0.666199
4877,0.698816
4878,0.681793
4879,0.714315
4880,0.738531
4881,0.771122
4882,0.753952
4883,0.786548
4884,0.810553
4885,0.843137
4886,0.826111
4887,0.858654
4888,0.882823
4889,0.915422
4890,0.930776
4891,0.434427
4892,0.467023
4893,0.491008
4894,0.523638
4895,0.506517
4896,0.539088
4897,0.563242
4898,0.595776
4899,0.578621
4900,0.611205
4901,0.635272
4902,0.667832
4903,0.650799
4904,0.683413
4905,0.707495
4906,0.740123
4907,0.722899
4908,0.755527
4909,0.779711
4910,0.8123
4911,0.795255
4912,0.827891
4913,0.851884
4914,0.884492
4915,0.867249
4916,0.899808
4917,0.92408
4918,0.956682
4919,0.939481
4920,0.972145
4921,0.996134
4922,0.532371
4923,0.564978
4924,0.547737
4925,0.580296
4926,0.604393
4927,0.637019
4928,0.619838
4929,0.652469
4930,0.676467
4931,0.709154
4932,0.691971
4933,0.724592
4934,0.74871
4935,0.781278
4936,0.764191
4937,0.796813
4938,0.82094
4939,0.853558
4940,0.836527
4941,0.86908
4942,0.893187
4943,0.925735
4944,0.908494
4945,0.941108
4946,0.965257
4947,0.997861
4948,0.980854
4949,0.589034
4950,0.621681
4951,0.645717
4952,0.678383
4953,0.661109
4954,0.693744
4955,0.717837
4956,0.750446
4957,0.733198
4958,0.765853
4959,0.789872
4960,0.822536
4961,0.80542
4962,0.837994
4963,0.86222
4964,0.894805
4965,0.877757
4966,0.910368
4967,0.934427
4968,0.967023
4969,0.949787
4970,0.982328
4971,0.702447
4972,0.735099
4973,0.759125
4974,0.791733
4975,0.774577
4976,0.80714
4977,0.831229
4978,0.863778
4979,0.846619
4980,0.879245
4981,0.903417
4982,0.935995
4983,0.919057
4984,0.951619
4985,0.975731
4986,0.991008
4987,0.74366
4988,0.776195
4989,0.800384
4990,0.832877
4991,0.815789
4992,0.848317
4993,0.872403
4994,0.90488
4995,0.88794
4996,0.920433
4997,0.944664
4998,0.977202
4999,0.960156
5000,0.992687
5001,0.856985
5002,0.889514
5003,0.913598
5004,0.946237
5005,0.92899
5006,0.961542
5007,0.985749
5008,0.898185
5009,0.954919
5010,0.987489
5011,0.970245
5012,0.098747
5013,0.02743
5014,0.122575
5015,0.241439
5016,0.193731
5017,0.312771
5018,0.408205
5019,0.527052
5020,0.09897
5021,0.051334
5022,0.170249
5023,0.26562
5024,0.384679
5025,0.336756
5026,0.455655
5027,0.551135
5028,0.670235
5029,0.741605
5030,0.027095
5031,0.122344
5032,0.241393
5033,0.194033
5034,0.31318
5035,0.408407
5036,0.52723
5037,0.47969
5038,0.598711
5039,0.694302
5040,0.813118
5041,0.765681
5042,0.884568
5043,0.979883
5044,0.098747
5045,0.051033
5046,0.169926
5047,0.265486
5048,0.384336
5049,0.336925
5050,0.455973
5051,0.551056
5052,0.670042
5053,0.622684
5054,0.741583
5055,0.836986
5056,0.955775
5057,0.908487
5058,0.02743
5059,0.122574
5060,0.241439
5061,0.193731
5062,0.31277
5063,0.408205
5064,0.527052
5065,0.479673
5066,0.598543
5067,0.693867
5068,0.812672
5069,0.765285
5070,0.884261
5071,0.979858
5072,0.09897
5073,0.051334
5074,0.170249
5075,0.26562
5076,0.384679
5077,0.336756
5078,0.455655
5079,0.551135
5080,0.670235
5081,0.622571
5082,0.741606
5083,0.836493
5084,0.955619
5085,0.907939
5086,0.027095
5087,0.122344
5088,0.241393
5089,0.194033
5090,0.31318
5091,0.408407
5092,0.52723
5093,0.47969
5094,0.598711
5095,0.694302
5096,0.813118
5097,0.765681
5098,0.884568
5099,0.979883
5100,0.051033
5101,0.169927
5102,0.265486
5103,0.384336
5104,0.336925
5105,0.455973
5106,0.551056
5107,0.670042
5108,0.622684
5109,0.741583
5110,0.836986
5111,0.955775
5112,0.908487
5113,0.479673
5114,0.598543
5115,0.693867
5116,0.812672
5117,0.765285
5118,0.884261
5119,0.979858
5120,0.622571
5121,0.836493
5122,0.955619
5123,0.907939
5124,0.021145
5125,0.001801
5126,0.024996
5127,0.05213
5128,0.04441
5129,0.071546
5130,0.094856
5131,0.121975
5132,0.013463
5133,0.005749
5134,0.032866
5135,0.056117
5136,0.083176
5137,0.075412
5138,0.10255
5139,0.125876
5140,0.153035
5141,0.145246
5142,0.172357
5143,0.222726
5144,0.017324
5145,0.044467
5146,0.036812
5147,0.063864
5148,0.087093
5149,0.114181
5150,0.106447
5151,0.133607
5152,0.156935
5153,0.184046
5154,0.176285
5155,0.20336
5156,0.226628
5157,0.253722
5158,0.00569
5159,0.024997
5160,0.048371
5161,0.075499
5162,0.067763
5163,0.094846
5164,0.118042
5165,0.145186
5166,0.137508
5167,0.164652
5168,0.188001
5169,0.215102
5170,0.207192
5171,0.234254
5172,0.257582
5173,0.284682
5174,0.27709
5175,0.304154
5176,0.327375
5177,0.354479
5178,0.009618
5179,0.036693
5180,0.028941
5181,0.05606
5182,0.079392
5183,0.106517
5184,0.0988
5185,0.125927
5186,0.149111
5187,0.176211
5188,0.168506
5189,0.195643
5190,0.218971
5191,0.246029
5192,0.238227
5193,0.265297
5194,0.288579
5195,0.315749
5196,0.308008
5197,0.335134
5198,0.35833
5199,0.385463
5200,0.377743
5201,0.404879
5202,0.428189
5203,0.455308
5204,0.017379
5205,0.040526
5206,0.067587
5207,0.059961
5208,0.087056
5209,0.110423
5210,0.137487
5211,0.1298
5212,0.156844
5213,0.180083
5214,0.207168
5215,0.199531
5216,0.226638
5217,0.249934
5218,0.277035
5219,0.269204
5220,0.296345
5221,0.319646
5222,0.346796
5223,0.339082
5224,0.366199
5225,0.389451
5226,0.41651
5227,0.408745
5228,0.435883
5229,0.45921
5230,0.486368
5231,0.47858
5232,0.50569
5233,0.55606
5234,0.001839
5235,0.028976
5236,0.021335
5237,0.048435
5238,0.07156
5239,0.09863
5240,0.090915
5241,0.118015
5242,0.141341
5243,0.168468
5244,0.160708
5245,0.187812
5246,0.211077
5247,0.238213
5248,0.230509
5249,0.257644
5250,0.280929
5251,0.307958
5252,0.300243
5253,0.327298
5254,0.350658
5255,0.3778
5256,0.370145
5257,0.397198
5258,0.420426
5259,0.447514
5260,0.43978
5261,0.466941
5262,0.490268
5263,0.517379
5264,0.509618
5265,0.536693
5266,0.559961
5267,0.587056
5268,0.009545
5269,0.032865
5270,0.059971
5271,0.052305
5272,0.079362
5273,0.102537
5274,0.129678
5275,0.121912
5276,0.149082
5277,0.172415
5278,0.199533
5279,0.191663
5280,0.218796
5281,0.242079
5282,0.269216
5283,0.261523
5284,0.288642
5285,0.311913
5286,0.339023
5287,0.331201
5288,0.35833
5289,0.381704
5290,0.408833
5291,0.401096
5292,0.428179
5293,0.451376
5294,0.478519
5295,0.470841
5296,0.497985
5297,0.521335
5298,0.548435
5299,0.540526
5300,0.567587
5301,0.590915
5302,0.618015
5303,0.610423
5304,0.637487
5305,0.660708
5306,0.687812
5307,0.013416
5308,0.040501
5309,0.063843
5310,0.090977
5311,0.083267
5312,0.110368
5313,0.133577
5314,0.160631
5315,0.152979
5316,0.18013
5317,0.203479
5318,0.230531
5319,0.222784
5320,0.249843
5321,0.273114
5322,0.300274
5323,0.292543
5324,0.319701
5325,0.342952
5326,0.370026
5327,0.362274
5328,0.389393
5329,0.412725
5330,0.43985
5331,0.432134
5332,0.459261
5333,0.482445
5334,0.509545
5335,0.501839
5336,0.528976
5337,0.552305
5338,0.579362
5339,0.57156
5340,0.59863
5341,0.621912
5342,0.649082
5343,0.641341
5344,0.668468
5345,0.691663
5346,0.718796
5347,0.711077
5348,0.738213
5349,0.761523
5350,0.788642
5351,0.114262
5352,0.141291
5353,0.164534
5354,0.191664
5355,0.183991
5356,0.211133
5357,0.23443
5358,0.261512
5359,0.253759
5360,0.280848
5361,0.304175
5362,0.331319
5363,0.323602
5364,0.350713
5365,0.373859
5366,0.0
