,Calculated atomic coordinates u'
3619,0.77459
3620,0.817812
3621,0.571669
3622,0.630305
3623,0.548196
3624,0.607878
3625,0.32608
3626,0.38292
3627,0.304938
3628,0.360295
3629,0.140032
3630,0.175293
3631,0.127988
3632,0.901929
3633,0.918087
3634,0.893693
3635,0.91131
3636,0.756621
3637,0.801521
3638,0.738078
3639,0.786044
3640,0.524775
3641,0.584743
3642,0.500616
3643,0.560245
3644,0.284121
3645,0.337348
3646,0.882956
3647,0.905272
3648,0.873189
3649,0.897802
3650,0.718458
3651,0.76708
3652,0.696493
3653,0.475896
3654,0.859408
3655,0.88502
3656,0.919905
3657,0.924008
3658,0.923626
3659,0.709527
3660,0.887923
3661,0.857473
3662,0.889673
3663,0.8614
3664,0.923758
3665,0.924869
3666,0.58173
3667,0.51871
3668,0.769533
3669,0.718011
3670,0.776798
3671,0.726184
3672,0.893191
3673,0.867225
3674,0.899509
3675,0.874227
3676,0.315767
3677,0.384415
3678,0.32527
3679,0.591816
3680,0.529247
3681,0.601411
3682,0.539111
3683,0.783483
3684,0.734968
3685,0.792004
3686,0.743198
3687,0.903534
3688,0.878615
3689,0.904977
3690,0.881918
3691,0.075977
3692,0.204645
3693,0.162723
3694,0.213696
3695,0.171268
3696,0.394436
3697,0.33496
3698,0.404232
3699,0.343091
3700,0.611178
3701,0.548788
3702,0.620579
3703,0.559169
3704,0.800134
3705,0.75314
3706,0.806957
3707,0.76148
3708,0.907988
3709,0.885928
3710,0.908152
3711,0.887647
3712,0.077598
3713,0.094442
3714,0.095118
3715,0.079088
3716,0.102454
3717,0.085659
3718,0.221083
3719,0.176599
3720,0.226761
3721,0.18173
3722,0.413273
3723,0.352401
3724,0.423919
3725,0.363543
3726,0.631479
3727,0.570513
3728,0.641989
3729,0.581492
3730,0.814729
3731,0.770353
3732,0.820697
3733,0.776784
3734,0.910878
3735,0.892392
3736,0.917061
3737,0.900498
3738,0.389619
3739,0.210006
3740,0.159788
3741,0.200545
3742,0.077152
3743,0.093244
3744,0.077714
3745,0.090456
3746,0.108478
3747,0.088872
3748,0.110661
3749,0.089554
3750,0.234861
3751,0.189542
3752,0.24346
3753,0.196544
3754,0.435198
3755,0.374033
3756,0.446119
3757,0.384266
3758,0.653078
3759,0.591935
3760,0.661533
3761,0.601113
3762,0.824794
3763,0.782366
3764,0.831462
3765,0.789994
3766,0.922402
3767,0.905558
3768,0.922848
3769,0.906756
3770,0.524487
3771,0.587322
3772,0.320974
3773,0.379373
3774,0.310299
3775,0.368976
3776,0.154019
3777,0.193619
3778,0.147435
3779,0.185797
3780,0.078043
3781,0.088659
3782,0.076919
3783,0.087385
3784,0.1148
3785,0.092175
3786,0.118198
3787,0.093292
3788,0.252387
3789,0.203188
3790,0.261142
3791,0.212668
3792,0.456377
3793,0.39417
3794,0.466232
3795,0.403522
3796,0.669966
3797,0.610381
3798,0.679025
3799,0.620627
3800,0.840212
3801,0.799455
3802,0.845981
3803,0.806381
3804,0.922286
3805,0.909544
3806,0.921957
3807,0.911341
3808,0.773848
3809,0.714492
3810,0.765968
3811,0.513594
3812,0.576242
3813,0.502919
3814,0.566176
3815,0.301574
3816,0.359417
3817,0.291354
3818,0.348059
3819,0.141372
3820,0.179092
3821,0.138032
3822,0.174759
3823,0.076172
3824,0.08397
3825,0.074564
3826,0.080053
3827,0.120676
3828,0.095589
3829,0.128625
3830,0.102482
3831,0.270465
3832,0.220222
3833,0.27821
3834,0.226152
3835,0.475513
3836,0.412678
3837,0.486406
3838,0.423758
3839,0.689701
3840,0.631024
3841,0.698426
3842,0.640583
3843,0.852565
3844,0.814203
3845,0.858628
3846,0.820908
3847,0.923081
3848,0.912615
3849,0.923828
3850,0.91603
3851,0.861434
3852,0.89059
3853,0.856113
3854,0.886658
3855,0.704299
3856,0.758327
3857,0.695713
3858,0.748941
3859,0.492556
3860,0.554925
3861,0.481482
3862,0.544972
3863,0.282404
3864,0.339255
3865,0.274393
3866,0.329522
3867,0.133278
3868,0.16824
3869,0.126494
3870,0.159595
3871,0.072607
3872,0.078428
3873,0.074715
3874,0.076092
3875,0.134372
3876,0.105554
3877,0.138566
3878,0.10941
3879,0.285508
3880,0.234032
3881,0.295701
3882,0.241673
3883,0.497081
3884,0.433824
3885,0.507444
3886,0.445074
3887,0.708646
3888,0.651941
3889,0.717596
3890,0.660745
3891,0.861968
3892,0.825241
3893,0.866722
3894,0.83176
3895,0.925436
3896,0.919947
3897,0.921572
3898,0.923832
3899,0.922894
3900,0.850859
3901,0.882454
3902,0.844678
3903,0.878504
3904,0.685122
3905,0.74012
3906,0.675914
3907,0.730585
3908,0.471136
3909,0.534068
3910,0.460913
3911,0.524577
3912,0.26514
3913,0.319866
3914,0.255549
3915,0.308465
3916,0.120111
3917,0.152261
3918,0.115373
3919,0.146609
3920,0.073275
3921,0.075992
3922,0.076168
3923,0.076374
3924,0.143887
3925,0.113341
3926,0.149141
3927,0.117546
3928,0.304287
3929,0.251059
3930,0.314878
3931,0.25988
3932,0.518518
3933,0.455028
3934,0.528864
3935,0.465932
3936,0.725607
3937,0.670478
3938,0.73486
3939,0.680134
3940,0.873506
3941,0.840405
3942,0.879889
3943,0.847739
3944,0.923908
3945,0.921207
3946,0.921378
3947,0.9259
3948,0.8377
3949,0.870483
3950,0.829096
3951,0.864663
3952,0.665737
3953,0.722231
3954,0.657127
3955,0.714064
3956,0.450487
3957,0.512767
3958,0.438996
3959,0.501835
3960,0.245376
3961,0.299517
3962,0.238097
3963,0.290473
3964,0.112077
3965,0.142527
3966,0.110327
3967,0.1386
3968,0.077106
3969,0.076242
3970,0.078793
3971,0.075131
3972,0.155322
3973,0.121496
3974,0.1623
3975,0.129517
3976,0.324086
3977,0.269415
3978,0.334263
3979,0.277769
3980,0.539087
3981,0.475423
3982,0.549513
3983,0.487233
3984,0.744451
3985,0.691535
3986,0.754624
3987,0.700483
3988,0.884627
3989,0.853391
3990,0.917208
3991,0.922874
3992,0.913687
3993,0.923244
3994,0.823868
3995,0.860592
3996,0.81789
3997,0.855129
3998,0.646149
3999,0.702586
4000,0.635139
4001,0.693821
4002,0.428447
4003,0.491407
4004,0.41827
4005,0.48129
4006,0.230467
4007,0.281989
4008,0.223202
4009,0.273816
4010,0.106809
4011,0.132775
4012,0.100492
4013,0.125773
4014,0.078623
4015,0.0741
4016,0.082792
4017,0.077126
4018,0.170904
4019,0.135337
4020,0.176132
4021,0.139408
4022,0.342873
4023,0.285935
4024,0.353851
4025,0.297414
4026,0.561004
4027,0.498165
4028,0.571553
4029,0.508593
4030,0.761903
4031,0.911712
4032,0.921094
4033,0.910126
4034,0.921412
4035,0.809103
4036,0.849048
4037,0.802618
4038,0.843939
4039,0.62546
4040,0.684233
4041,0.615585
4042,0.67473
4043,0.408183
4044,0.470753
4045,0.398589
4046,0.460889
4047,0.216517
4048,0.265032
4049,0.207996
4050,0.256802
4051,0.096466
4052,0.121385
4053,0.095023
4054,0.118082
4055,0.086313
4056,0.076756
4057,0.088288
4058,0.078906
4059,0.18211
4060,0.144871
4061,0.190897
4062,0.150952
4063,0.364861
4064,0.306179
4065,0.37454
4066,0.908175
4067,0.922756
4068,0.907697
4069,0.924023
4070,0.795355
4071,0.837277
4072,0.786304
4073,0.828732
4074,0.605564
4075,0.66504
4076,0.595768
4077,0.656909
4078,0.388822
4079,0.451212
4080,0.379421
4081,0.440831
4082,0.199866
4083,0.24686
4084,0.193043
4085,0.23852
4086,0.092012
4087,0.114072
4088,0.091848
4089,0.112353
4090,0.089874
4091,0.078588
4092,0.091825
4093,0.077244
4094,0.197382
4095,0.156061
4096,0.904882
4097,0.920912
4098,0.897546
4099,0.914341
4100,0.778917
4101,0.823401
4102,0.773239
4103,0.81827
4104,0.586727
4105,0.647599
4106,0.576082
4107,0.636457
4108,0.368521
4109,0.429487
4110,0.358011
4111,0.418508
4112,0.185271
4113,0.229646
4114,0.179303
4115,0.223216
4116,0.089122
4117,0.107608
4118,0.082939
4119,0.099502
4120,0.092303
4121,0.891522
4122,0.911127
4123,0.889339
4124,0.910446
4125,0.76514
4126,0.810459
4127,0.75654
4128,0.803456
4129,0.564802
4130,0.625967
4131,0.553881
4132,0.615734
4133,0.346922
4134,0.408065
4135,0.338467
4136,0.398887
4137,0.175206
4138,0.217634
4139,0.8852
4140,0.907825
4141,0.881802
4142,0.906708
4143,0.747613
4144,0.796812
4145,0.738859
4146,0.787332
4147,0.543623
4148,0.60583
4149,0.533768
4150,0.596478
4151,0.330034
4152,0.879324
4153,0.904411
4154,0.871376
4155,0.897518
4156,0.729535
4157,0.779778
4158,0.72179
4159,0.927393
4160,0.925285
4161,0.865628
4162,0.894446
4163,0.926725
4164,0.871737
4165,0.865321
4166,0.404487
4167,0.682255
4168,0.787952
4169,0.777564
4170,0.889283
4171,0.890056
4172,0.111824
4173,0.174585
4174,0.267719
4175,0.255091
4176,0.538307
4177,0.521656
4178,0.653285
4179,0.637927
4180,0.854589
4181,0.847488
4182,0.888724
4183,0.887605
4184,0.246577
4185,0.161505
4186,0.169538
4187,0.115208
4188,0.112947
4189,0.158564
4190,0.150962
4191,0.372558
4192,0.357757
4193,0.489079
4194,0.471358
4195,0.754171
4196,0.740134
4197,0.831349
4198,0.821057
4199,0.65844
4200,0.67261
4201,0.378045
4202,0.393671
4203,0.27267
4204,0.287296
4205,0.11732
4206,0.121325
4207,0.109716
4208,0.107921
4209,0.230921
4210,0.217618
4211,0.32626
4212,0.311237
4213,0.605233
4214,0.588053
4215,0.711507
4216,0.696146
4217,0.878406
4218,0.872076
4219,0.889651
4220,0.856848
4221,0.863055
4222,0.791382
4223,0.803318
4224,0.543882
4225,0.561485
4226,0.427667
4227,0.444205
4228,0.188047
4229,0.198903
4230,0.131788
4231,0.138041
4232,0.135337
4233,0.130274
4234,0.195561
4235,0.184196
4236,0.437702
4237,0.420331
4238,0.554362
4239,0.537478
4240,0.798809
4241,0.787816
4242,0.86112
4243,0.855084
4244,0.874424
4245,0.880269
4246,0.702814
4247,0.716881
4248,0.59447
4249,0.611827
4250,0.316376
4251,0.332508
4252,0.221966
4253,0.234738
4254,0.108443
4255,0.109219
4256,0.118504
4257,0.114631
4258,0.281677
4259,0.26694
4260,0.387392
4261,0.371829
4262,0.666815
4263,0.652583
4264,0.766131
4265,0.753423
4266,0.8899
4267,0.888176
4268,0.824151
4269,0.834059
4270,0.745059
4271,0.759632
4272,0.478956
4273,0.495719
4274,0.363469
4275,0.379492
4276,0.15359
4277,0.162053
4278,0.113422
4279,0.117069
4280,0.165644
4281,0.15787
4282,0.241442
4283,0.229932
4284,0.505214
4285,0.488706
4286,0.621955
4287,0.606329
4288,0.838495
4289,0.830462
4290,0.88268
4291,0.878675
4292,0.888544
4293,0.890883
4294,0.851846
4295,0.858171
4296,0.644117
4297,0.659469
4298,0.529195
4299,0.545214
4300,0.260938
4301,0.274211
4302,0.178813
4303,0.189198
4304,0.110618
4305,0.110441
4306,0.143152
4307,0.136945
4308,0.34156
4309,0.32739
4310,0.456118
4311,0.438515
4312,0.72733
4313,0.712704
4314,0.811953
4315,0.801097
4316,0.891277
4317,0.781998
4318,0.791363
4319,0.688026
4320,0.704114
4321,0.411819
4322,0.429322
4323,0.303466
4324,0.317745
4325,0.128263
4326,0.13468
4327,0.110718
4328,0.109944
4329,0.208618
4330,0.196682
4331,0.297186
4332,0.283119
4333,0.572333
4334,0.555795
4335,0.683624
4336,0.667492
4337,0.868212
4338,0.861959
4339,0.891557
4340,0.890781
4341,0.86705
4342,0.87422
4343,0.815398
4344,0.825415
4345,0.579496
4346,0.595513
4347,0.461693
4348,0.478344
4349,0.212048
4350,0.222436
4351,0.145411
4352,0.152512
4353,0.125576
4354,0.119731
4355,0.175849
4356,0.165941
4357,0.40553
4358,0.388173
4359,0.521044
4360,0.504281
4361,0.778034
4362,0.765262
4363,0.84641
4364,0.837947
4365,0.884792
4366,0.887053
4367,0.732281
4368,0.744909
4369,0.627442
4370,0.642243
4371,0.346715
4372,0.362073
4373,0.245829
4374,0.259866
4375,0.111276
4376,0.112395
4377,0.111456
4378,0.109117
4379,0.254941
4380,0.240368
4381,0.355883
4382,0.340531
4383,0.636531
4384,0.620508
4385,0.739062
4386,0.725789
4387,0.886578
4388,0.882931
4389,0.841435
4390,0.849038
4391,0.769079
4392,0.782382
4393,0.510921
4394,0.528642
4395,0.394767
4396,0.411947
4397,0.16865
4398,0.178943
4399,0.121594
4400,0.127924
4401,0.148154
4402,0.141829
4403,0.218002
4404,0.208637
4405,0.470805
4406,0.454786
4407,0.588181
4408,0.570678
4409,0.821187
4410,0.810803
4411,0.890284
4412,0.892079
4413,0.864663
4414,0.869727
4415,0.67374
4416,0.688763
4417,0.562298
4418,0.579669
4419,0.288493
4420,0.303854
4421,0.201191
4422,0.212184
4423,0.108723
4424,0.110349
4425,0.13295
4426,0.12578
4427,0.311974
4428,0.295886
4429,0.420504
4430,0.696534
4431,0.804439
4432,0.815804
4433,0.718323
4434,0.73306
4435,0.445638
4436,0.462522
4437,0.333185
4438,0.347417
4439,0.13888
4440,0.144916
4441,0.1101
4442,0.184601
4443,0.881496
4444,0.885369
4445,0.834356
4446,0.84213
4447,0.612608
4448,0.628171
4449,0.494786
4450,0.511294
4451,0.233869
4452,0.889382
4453,0.889559
4454,0.758558
4455,0.770068
4456,0.880048
4457,0.457075
4458,0.716241
4459,0.807586
4460,0.785561
4461,0.899966
4462,0.897013
4463,0.315573
4464,0.289194
4465,0.57746
4466,0.546573
4467,0.662649
4468,0.633578
4469,0.855278
4470,0.84073
4471,0.887783
4472,0.880048
4473,0.119952
4474,0.135235
4475,0.123892
4476,0.180679
4477,0.162102
4478,0.398522
4479,0.369049
4480,0.486423
4481,0.457075
4482,0.740541
4483,0.716242
4484,0.807586
4485,0.785561
4486,0.899966
4487,0.897013
4488,0.542926
4489,0.283759
4490,0.192414
4491,0.214439
4492,0.100034
4493,0.102987
4494,0.107708
4495,0.103251
4496,0.24051
4497,0.21882
4498,0.315573
4499,0.289194
4500,0.57746
4501,0.546574
4502,0.66265
4503,0.633578
4504,0.855278
4505,0.84073
4506,0.887783
4507,0.880048
4508,0.684427
4509,0.710806
4510,0.42254
4511,0.453427
4512,0.33735
4513,0.366422
4514,0.144722
4515,0.15927
4516,0.112217
4517,0.119952
4518,0.135235
4519,0.123892
4520,0.180679
4521,0.162102
4522,0.398523
4523,0.369049
4524,0.486423
4525,0.457075
4526,0.740541
4527,0.716242
4528,0.807586
4529,0.785561
4530,0.899966
4531,0.897013
4532,0.864765
4533,0.876108
4534,0.819321
4535,0.837898
4536,0.601478
4537,0.630951
4538,0.513577
4539,0.542925
4540,0.259459
4541,0.283758
4542,0.192414
4543,0.214439
4544,0.100034
4545,0.102987
4546,0.107708
4547,0.103251
4548,0.24051
4549,0.21882
4550,0.315573
4551,0.289194
4552,0.57746
4553,0.546574
4554,0.66265
4555,0.633578
4556,0.855278
4557,0.84073
4558,0.887783
4559,0.892292
4560,0.896749
4561,0.75949
4562,0.78118
4563,0.684427
4564,0.710806
4565,0.42254
4566,0.453426
4567,0.33735
4568,0.366422
4569,0.144722
4570,0.15927
4571,0.112217
4572,0.119952
4573,0.135235
4574,0.123892
4575,0.180679
4576,0.162102
4577,0.398522
4578,0.369049
4579,0.486423
4580,0.740541
4581,0.864765
4582,0.876108
4583,0.819321
4584,0.837898
4585,0.601477
4586,0.630951
4587,0.513577
4588,0.542925
4589,0.259459
4590,0.283759
4591,0.192414
4592,0.214439
4593,0.100034
4594,0.102987
4595,0.107708
4596,0.103251
4597,0.24051
4598,0.21882
4599,0.892292
4600,0.896749
4601,0.75949
4602,0.78118
4603,0.684427
4604,0.710806
4605,0.42254
4606,0.453427
4607,0.33735
4608,0.366422
4609,0.144722
4610,0.15927
4611,0.112217
4612,0.864765
4613,0.876108
4614,0.819321
4615,0.837899
4616,0.601478
4617,0.630951
4618,0.513577
4619,0.259459
4620,0.892292
4621,0.896749
4622,0.75949
4623,0.78118
4624,0.879583
4625,0.72562
4626,0.805163
4627,0.778165
4628,0.905807
4629,0.899418
4630,0.907419
4631,0.346133
4632,0.310085
4633,0.593506
4634,0.554538
4635,0.656658
4636,0.619406
4637,0.845045
4638,0.82324
4639,0.876498
4640,0.858411
4641,0.098297
4642,0.137893
4643,0.196088
4644,0.169646
4645,0.410173
4646,0.37144
4647,0.475961
4648,0.436707
4649,0.71632
4650,0.68152
4651,0.769504
4652,0.739326
4653,0.896791
4654,0.885476
4655,0.90834
4656,0.903885
4657,0.143906
4658,0.164547
4659,0.096439
4660,0.092273
4661,0.105826
4662,0.097272
4663,0.242764
4664,0.212945
4665,0.299273
4666,0.266442
4667,0.543395
4668,0.504492
4669,0.609789
4670,0.571325
4671,0.815193
4672,0.790251
4673,0.854616
4674,0.833042
4675,0.909433
4676,0.604029
4677,0.320762
4678,0.356861
4679,0.263704
4680,0.296613
4681,0.115867
4682,0.129791
4683,0.0974
4684,0.106336
4685,0.129889
4686,0.117063
4687,0.165831
4688,0.146124
4689,0.361761
4690,0.325425
4691,0.427065
4692,0.388687
4693,0.67273
4694,0.636082
4695,0.730332
4696,0.695897
4697,0.880776
4698,0.864057
4699,0.899192
4700,0.888902
4701,0.81303
4702,0.73591
4703,0.766889
4704,0.498752
4705,0.538344
4706,0.432371
4707,0.470787
4708,0.211947
4709,0.241032
4710,0.16884
4711,0.193489
4712,0.092867
4713,0.095045
4714,0.098754
4715,0.094891
4716,0.209067
4717,0.184612
4718,0.25929
4719,0.228968
4720,0.493657
4721,0.453219
4722,0.55826
4723,0.516523
4724,0.780176
4725,0.748191
4726,0.821942
4727,0.794862
4728,0.906779
4729,0.901703
4730,0.883551
4731,0.896415
4732,0.856629
4733,0.874185
4734,0.677988
4735,0.711939
4736,0.614497
4737,0.651099
4738,0.366576
4739,0.404032
4740,0.305545
4741,0.342234
4742,0.135367
4743,0.154729
4744,0.11046
4745,0.122827
4746,0.116239
4747,0.103324
4748,0.140276
4749,0.121855
4750,0.314886
4751,0.278224
4752,0.372788
4753,0.333936
4754,0.619655
4755,0.579766
4756,0.679238
4757,0.643139
4758,0.856094
4759,0.835453
4760,0.884133
4761,0.870209
4762,0.907502
4763,0.818799
4764,0.840134
4765,0.77193
4766,0.801382
4767,0.548138
4768,0.588022
4769,0.482721
4770,0.522932
4771,0.251395
4772,0.282864
4773,0.200747
4774,0.229663
4775,0.095291
4776,0.101714
4777,0.092104
4778,0.094851
4779,0.172495
4780,0.149246
4781,0.213725
4782,0.18697
4783,0.435191
4784,0.395971
4785,0.501248
4786,0.461656
4787,0.736296
4788,0.703387
4789,0.788053
4790,0.758968
4791,0.9026
4792,0.893664
4793,0.907133
4794,0.904955
4795,0.896903
4796,0.904115
4797,0.878538
4798,0.893825
4799,0.722047
4800,0.756099
4801,0.664381
4802,0.699855
4803,0.417075
4804,0.456144
4805,0.353206
4806,0.391342
4807,0.16141
4808,0.185967
4809,0.130081
4810,0.148362
4811,0.099379
4812,0.093887
4813,0.116449
4814,0.103585
4815,0.26409
4816,0.233111
4817,0.322012
4818,0.288061
4819,0.567629
4820,0.529213
4821,0.633424
4822,0.595968
4823,0.83116
4824,0.806511
4825,0.864633
4826,0.845271
4827,0.852604
4828,0.871687
4829,0.812291
4830,0.835232
4831,0.600419
4832,0.638587
4833,0.535617
4834,0.575823
4835,0.295094
4836,0.330649
4837,0.241527
4838,0.27438
4839,0.107379
4840,0.120417
4841,0.094193
4842,0.100582
4843,0.143371
4844,0.125815
4845,0.181201
4846,0.159866
4847,0.385503
4848,0.348901
4849,0.451862
4850,0.411978
4851,0.694455
4852,0.657766
4853,0.748605
4854,0.717136
4855,0.88954
4856,0.877173
4857,0.904709
4858,0.898286
4859,0.908722
4860,0.897071
4861,0.904081
4862,0.763844
4863,0.792539
4864,0.711032
4865,0.745264
4866,0.470772
4867,0.511641
4868,0.406494
4869,0.445462
4870,0.194837
4871,0.221835
4872,0.154955
4873,0.17676
4874,0.092498
4875,0.092581
4876,0.103097
4877,0.095885
4878,0.22807
4879,0.198618
4880,0.277953
4881,0.243901
4882,0.517279
4883,0.477068
4884,0.582925
4885,0.543856
4886,0.799253
4887,0.770337
4888,0.83859
4889,0.814033
4890,0.905149
4891,0.873372
4892,0.886845
4893,0.842088
4894,0.862107
4895,0.653867
4896,0.689915
4897,0.589827
4898,0.62856
4899,0.343342
4900,0.380595
4901,0.28368
4902,0.31848
4903,0.123502
4904,0.141589
4905,0.103209
4906,0.114524
4907,0.121462
4908,0.106175
4909,0.147396
4910,0.128313
4911,0.335619
4912,0.300145
4913,0.399581
4914,0.361413
4915,0.646794
4916,0.608658
4917,0.704906
4918,0.669351
4919,0.869919
4920,0.851638
4921,0.892621
4922,0.903561
4923,0.907727
4924,0.803911
4925,0.830354
4926,0.757236
4927,0.787055
4928,0.524039
4929,0.563293
4930,0.456605
4931,0.495508
4932,0.230496
4933,0.260674
4934,0.184807
4935,0.209749
4936,0.09166
4937,0.096115
4938,0.091278
4939,0.090567
4940,0.187709
4941,0.164768
4942,0.236156
4943,0.207461
4944,0.464383
4945,0.424176
4946,0.529228
4947,0.488359
4948,0.758473
4949,0.894173
4950,0.902728
4951,0.870111
4952,0.882937
4953,0.700727
4954,0.733558
4955,0.638239
4956,0.674575
4957,0.390211
4958,0.428674
4959,0.32727
4960,0.363918
4961,0.145384
4962,0.166958
4963,0.119224
4964,0.135943
4965,0.102929
4966,0.095919
4967,0.126628
4968,0.113155
4969,0.288968
4970,0.254736
4971,0.834169
4972,0.853876
4973,0.790933
4974,0.815388
4975,0.572935
4976,0.611313
4977,0.506343
4978,0.546781
4979,0.269668
4980,0.304103
4981,0.219824
4982,0.251809
4983,0.100808
4984,0.111098
4985,0.093221
4986,0.157912
4987,0.901246
4988,0.905109
4989,0.883761
4990,0.896676
4991,0.74071
4992,0.771032
4993,0.685114
4994,0.721776
4995,0.44174
4996,0.483477
4997,0.380345
4998,0.420234
4999,0.178058
5000,0.205138
5001,0.859724
5002,0.878145
5003,0.827505
5004,0.850754
5005,0.627212
5006,0.666064
5007,0.564809
5008,0.907896
5009,0.900621
5010,0.906113
5011,0.786275
5012,0.892882
5013,0.756116
5014,0.822917
5015,0.791675
5016,0.916912
5017,0.9074
5018,0.921787
5019,0.919029
5020,0.357197
5021,0.632064
5022,0.587113
5023,0.676969
5024,0.633376
5025,0.851955
5026,0.825071
5027,0.876213
5028,0.852797
5029,0.922367
5030,0.169593
5031,0.236444
5032,0.202831
5033,0.447673
5034,0.402256
5035,0.494493
5036,0.447956
5037,0.719487
5038,0.67785
5039,0.758778
5040,0.718727
5041,0.895224
5042,0.874931
5043,0.906924
5044,0.107119
5045,0.100805
5046,0.088452
5047,0.120671
5048,0.101548
5049,0.275398
5050,0.236629
5051,0.315676
5052,0.274892
5053,0.541576
5054,0.494096
5055,0.587225
5056,0.540218
5057,0.791819
5058,0.243884
5059,0.177083
5060,0.208325
5061,0.083088
5062,0.0926
5063,0.078213
5064,0.080971
5065,0.142933
5066,0.120434
5067,0.170609
5068,0.142215
5069,0.357719
5070,0.314904
5071,0.402
5072,0.642803
5073,0.367936
5074,0.412887
5075,0.323031
5076,0.366623
5077,0.148045
5078,0.174929
5079,0.123788
5080,0.147203
5081,0.080045
5082,0.077633
5083,0.087248
5084,0.080561
5085,0.201957
5086,0.830407
5087,0.763556
5088,0.797169
5089,0.552327
5090,0.597744
5091,0.505507
5092,0.552044
5093,0.280513
5094,0.32215
5095,0.241222
5096,0.281273
5097,0.104777
5098,0.125069
5099,0.093076
5100,0.899195
5101,0.911548
5102,0.879329
5103,0.898452
5104,0.724602
5105,0.763371
5106,0.684324
5107,0.725108
5108,0.458424
5109,0.505904
5110,0.412774
5111,0.459782
5112,0.208181
5113,0.857067
5114,0.879566
5115,0.829391
5116,0.857785
5117,0.642281
5118,0.685096
5119,0.598
5120,0.919956
5121,0.912752
5122,0.91944
5123,0.798043
5124,0.898876
5125,0.779137
5126,0.834491
5127,0.800236
5128,0.920684
5129,0.908266
5130,0.923832
5131,0.916727
5132,0.401124
5133,0.665337
5134,0.615744
5135,0.693416
5136,0.645115
5137,0.851826
5138,0.820734
5139,0.867485
5140,0.839543
5141,0.927534
5142,0.924218
5143,0.927639
5144,0.277936
5145,0.234041
5146,0.482758
5147,0.430111
5148,0.512842
5149,0.461099
5150,0.719464
5151,0.673356
5152,0.744575
5153,0.700731
5154,0.88373
5155,0.859773
5156,0.896722
5157,0.873643
5158,0.075782
5159,0.104893
5160,0.143559
5161,0.117555
5162,0.303104
5163,0.258424
5164,0.331064
5165,0.284652
5166,0.543956
5167,0.49206
5168,0.574374
5169,0.522976
5170,0.77107
5171,0.728967
5172,0.793698
5173,0.754651
5174,0.905153
5175,0.886425
5176,0.912948
5177,0.898876
5178,0.11627
5179,0.140227
5180,0.072517
5181,0.072361
5182,0.076652
5183,0.074178
5184,0.162445
5185,0.134816
5186,0.182971
5187,0.151497
5188,0.360066
5189,0.312253
5190,0.389848
5191,0.340372
5192,0.605476
5193,0.554083
5194,0.635551
5195,0.585764
5196,0.815462
5197,0.779137
5198,0.834491
5199,0.800236
5200,0.920684
5201,0.908266
5202,0.923832
5203,0.916727
5204,0.299269
5205,0.22893
5206,0.271033
5207,0.103279
5208,0.126357
5209,0.094847
5210,0.113575
5211,0.085116
5212,0.076867
5213,0.092739
5214,0.079195
5215,0.20405
5216,0.168759
5217,0.225408
5218,0.189712
5219,0.420597
5220,0.370929
5221,0.452009
5222,0.401124
5223,0.665337
5224,0.615744
5225,0.693416
5226,0.645115
5227,0.851826
5228,0.820734
5229,0.867485
5230,0.839543
5231,0.927534
5232,0.924218
5233,0.927639
5234,0.639934
5235,0.687747
5236,0.425626
5237,0.477024
5238,0.394524
5239,0.445917
5240,0.206302
5241,0.245349
5242,0.184538
5243,0.220863
5244,0.087052
5245,0.101124
5246,0.079316
5247,0.091734
5248,0.102007
5249,0.086837
5250,0.115388
5251,0.094937
5252,0.252424
5253,0.213282
5254,0.277936
5255,0.234041
5256,0.482758
5257,0.430111
5258,0.512842
5259,0.461099
5260,0.719464
5261,0.673356
5262,0.744575
5263,0.700731
5264,0.88373
5265,0.859773
5266,0.896722
5267,0.873643
5268,0.848503
5269,0.79595
5270,0.83124
5271,0.610152
5272,0.659628
5273,0.579403
5274,0.629071
5275,0.364449
5276,0.414236
5277,0.334663
5278,0.384256
5279,0.165509
5280,0.199764
5281,0.148174
5282,0.179266
5283,0.076168
5284,0.083273
5285,0.072466
5286,0.075782
5287,0.129547
5288,0.104893
5289,0.143559
5290,0.117555
5291,0.303104
5292,0.258424
5293,0.331064
5294,0.284652
5295,0.543956
5296,0.49206
5297,0.574374
5298,0.522976
5299,0.77107
5300,0.728967
5301,0.793698
5302,0.754651
5303,0.905153
5304,0.886425
5305,0.912948
5306,0.898876
5307,0.907261
5308,0.920805
5309,0.897993
5310,0.913163
5311,0.774592
5312,0.810289
5313,0.747577
5314,0.786718
5315,0.547991
5316,0.598876
5317,0.517242
5318,0.569889
5319,0.306583
5320,0.354885
5321,0.280535
5322,0.326644
5323,0.132515
5324,0.160457
5325,0.11627
5326,0.140227
5327,0.072517
5328,0.072361
5329,0.076652
5330,0.074178
5331,0.162445
5332,0.134816
5333,0.182971
5334,0.151497
5335,0.360066
5336,0.312253
5337,0.389848
5338,0.340372
5339,0.605476
5340,0.554083
5341,0.635551
5342,0.585764
5343,0.815462
5344,0.779137
5345,0.834491
5346,0.800236
5347,0.920684
5348,0.908266
5349,0.923832
5350,0.916727
5351,0.884612
5352,0.905063
5353,0.870453
5354,0.895107
5355,0.722064
5356,0.765959
5357,0.696896
5358,0.741576
5359,0.487158
5360,0.538901
5361,0.456043
5362,0.50794
5363,0.255425
5364,0.299269
5365,0.22893
5366,0.271033
